Time;SPINE_BASE;SPINE_MID;NECK;HEAD;SHOULDER_LEFT;ELBOW_LEFT;WRIST_LEFT;HAND_LEFT;SHOULDER_RIGHT;ELBOW_RIGHT;WRIST_RIGHT;HAND_RIGHT;HIP_LEFT;KNEE_LEFT;ANKLE_LEFT;FOOT_LEFT;HIP_RIGHT;KNEE_RIGHT;ANKLE_RIGHT;FOOT_RIGHT;SPINE_SHOULDER;HAND_TIP_LEFT;THUMB_LEFT;HAND_TIP_RIGHT;THUMB_RIGHT
1627;-0.14542042,0.3378576,2.3913567;-0.14675719,0.40811938,2.4097896;-0.14682463,0.7643031,2.381132;-0.15867136,0.90016943,2.3502908;-0.30358976,0.65171057,2.4097524;-0.35329837,0.3999033,2.4426866;-0.36128154,0.19995026,2.343278;-0.3549816,0.1229766,2.293987;0.0068510426,0.65445256,2.4111323;0.06447128,0.42055887,2.4100928;0.05386333,0.22663821,2.2954097;0.029243482,0.14542179,2.230229;-0.21562593,0.2687657,2.3855672;-0.23980422,-0.1352553,2.3569372;-0.2219508,-0.42608213,2.4184237;-0.22355284,-0.48091474,2.3211348;-0.07352885,0.2666994,2.394882;-0.05877494,-0.13788624,2.3429806;-0.053462442,-0.39372563,2.3413246;-0.0564877,-0.4464165,2.2836683;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1668;-0.15172918,0.33411947,2.3892715;-0.1529493,0.404619,2.4051845;-0.15478615,0.76005465,2.3765948;-0.16962981,0.89678556,2.3446834;-0.31206632,0.64738905,2.40897;-0.3562866,0.3944993,2.44599;-0.3692677,0.1940563,2.3491378;-0.36864284,0.12418858,2.299914;-0.0017578695,0.6506121,2.4086103;0.059086777,0.41687307,2.4095888;0.048269983,0.22632469,2.2912707;0.021277502,0.15315992,2.215215;-0.22220312,0.26465616,2.3848917;-0.24561071,-0.14816332,2.3580608;-0.22497466,-0.4259564,2.4144707;-0.22434053,-0.48164156,2.3206742;-0.07946157,0.26392394,2.3927133;-0.053161487,-0.14004329,2.3093271;-0.048108537,-0.3911261,2.320818;-0.046036497,-0.44386584,2.2369924;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1697;-0.15702,0.33054185,2.387567;-0.15787533,0.40134427,2.4014835;-0.16040389,0.75686544,2.373819;-0.1793305,0.8937583,2.3407512;-0.3190517,0.6432066,2.4099286;-0.35971877,0.3911223,2.4512992;-0.3892304,0.19379498,2.3573723;-0.39593235,0.13324682,2.3049452;-0.009955255,0.6471425,2.4058423;0.05459803,0.41492188,2.4077802;0.039317492,0.24201955,2.2640727;0.012905025,0.17856115,2.1798465;-0.2273903,0.26090828,2.3844836;-0.24982439,-0.15714066,2.358339;-0.22794744,-0.42574853,2.4100325;-0.22577111,-0.48232442,2.3201737;-0.084941566,0.26108566,2.3904026;-0.04901691,-0.14137962,2.2876766;-0.041800365,-0.3896388,2.3039691;-0.039139356,-0.4422381,2.2127883;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1728;-0.16161749,0.3273517,2.3860586;-0.16189112,0.39848477,2.3984225;-0.16461904,0.75446594,2.3720818;-0.18765858,0.8914298,2.3383543;-0.32515392,0.63951236,2.413196;-0.36326152,0.39017543,2.4595518;-0.40579614,0.1987119,2.363763;-0.4328824,0.1492744,2.3077824;-0.018002689,0.6439134,2.4016683;0.051379204,0.42005804,2.3932433;0.03684968,0.2646087,2.2280226;0.0062879063,0.21366392,2.1370327;-0.2314643,0.25777587,2.3842225;-0.25245202,-0.16245094,2.3584363;-0.23054008,-0.4253565,2.4061832;-0.22875273,-0.48285016,2.3196912;-0.09074164,0.2582941,2.3874724;-0.046200246,-0.14202635,2.2727897;-0.037600696,-0.3889451,2.2940917;-0.03569293,-0.44139513,2.1996791;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1763;-0.1651232,0.32499298,2.3848875;-0.16472447,0.39642033,2.3961055;-0.16756752,0.75285584,2.3710136;-0.19603214,0.88960946,2.3371935;-0.3311003,0.63602835,2.4206805;-0.36705887,0.3941751,2.4760978;-0.4252247,0.21355076,2.3714921;-0.46535003,0.18012322,2.3188736;-0.025691401,0.64048934,2.394053;0.05465173,0.42971358,2.3654084;0.03798353,0.28956398,2.1856477;0.0011383621,0.2441182,2.0943263;-0.23456809,0.2553741,2.3841262;-0.25418326,-0.16560076,2.358576;-0.23243786,-0.42497438,2.4034274;-0.23399268,-0.48319158,2.3196187;-0.09556392,0.25620648,2.3846207;-0.044157714,-0.14221902,2.262424;-0.03273317,-0.38944682,2.287756;-0.03308154,-0.44367093,2.1940107;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1796;-0.16841951,0.3238759,2.383665;-0.16719794,0.39542285,2.3940692;-0.17000933,0.7520753,2.3703716;-0.20358361,0.8892412,2.3365443;-0.33627957,0.6346258,2.431997;-0.36920294,0.39941058,2.4900973;-0.44442,0.23057385,2.3793986;-0.48801768,0.18675105,2.3180702;-0.032259226,0.63886666,2.3848572;0.060336802,0.4424111,2.3300283;0.037107598,0.3147626,2.141879;-0.0068886727,0.27951762,2.0494447;-0.23704037,0.25403205,2.3842134;-0.25547385,-0.16759224,2.358746;-0.23351929,-0.42485076,2.4022295;-0.24070863,-0.48385486,2.3215537;-0.10225507,0.25640607,2.3790643;-0.042955928,-0.14222422,2.255637;-0.02351967,-0.39130425,2.284071;-0.02843897,-0.44726047,2.1936057;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1828;-0.17113374,0.3237629,2.3824594;-0.16921316,0.39529756,2.3921695;-0.17228635,0.7520532,2.3700054;-0.2098454,0.8901083,2.3362477;-0.34009004,0.63529545,2.4446785;-0.36959633,0.40546083,2.501394;-0.4560122,0.24394485,2.3857467;-0.50740725,0.22754276,2.337498;-0.03707807,0.6391145,2.3754523;0.067298606,0.4507935,2.2974157;0.02085588,0.35262802,2.0941;-0.022151053,0.33262768,2.024422;-0.23886876,0.25332943,2.3844495;-0.2564905,-0.16804826,2.3590806;-0.2342759,-0.42483166,2.401797;-0.24791773,-0.48509285,2.3263276;-0.107385546,0.25811252,2.3732693;-0.042085454,-0.14202517,2.250891;-0.011247269,-0.39292875,2.2810388;-0.022462439,-0.4497181,2.1939406;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1865;-0.17323282,0.32421213,2.3812845;-0.17071721,0.3957753,2.39034;-0.1741956,0.75280344,2.3697774;-0.21493834,0.89185447,2.3361828;-0.3414519,0.6368074,2.4545248;-0.36758,0.41322193,2.5124712;-0.46706277,0.26103044,2.3942287;-0.515571,0.2528328,2.3497393;-0.041079234,0.6407109,2.3643432;0.07234777,0.46388927,2.262801;0.01003588,0.37138915,2.0638595;-0.03191608,0.37161717,2.0106118;-0.24018613,0.25304955,2.3847773;-0.2571707,-0.16601141,2.360185;-0.23484056,-0.42476684,2.4019084;-0.25433385,-0.48555124,2.3307858;-0.11122,0.26054484,2.367541;-0.04128879,-0.1415638,2.2479663;0.005605993,-0.39394158,2.2788112;0.04792349,-0.45439756,2.2660258;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1894;-0.17469479,0.32488042,2.380231;-0.17166907,0.39654785,2.3886766;-0.17565665,0.75416565,2.3696759;-0.21894185,0.8941678,2.3364596;-0.34030038,0.6390275,2.4628055;-0.36532986,0.41648456,2.520241;-0.4751925,0.2720723,2.3996618;-0.53240854,0.25617486,2.346655;-0.043615974,0.6423851,2.353588;0.07484117,0.4692724,2.233371;-0.00968032,0.3986277,2.0275185;-0.053572975,0.41297853,1.983809;-0.24097247,0.25317657,2.3852658;-0.2569715,-0.16021478,2.3624682;-0.23505521,-0.42469123,2.4027956;-0.25955892,-0.4855906,2.3350031;-0.11361504,0.2626887,2.3628335;-0.040183235,-0.14024222,2.2477987;0.017702894,-0.39393649,2.2769654;0.030959334,-0.4531963,2.234881;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1927;-0.17557064,0.32545206,2.3792176;-0.17207111,0.39733058,2.3871064;-0.17653239,0.7557768,2.369624;-0.22174928,0.89660907,2.3369622;-0.33708256,0.6409682,2.4691598;-0.3631283,0.41793373,2.5256536;-0.4812881,0.27957004,2.4036481;-0.5449671,0.25858527,2.3443587;-0.045535095,0.64316505,2.342693;0.077651106,0.4711337,2.2122512;-0.018743318,0.40961096,2.009808;-0.06306052,0.43018952,1.9713614;-0.2411445,0.25350952,2.3858225;-0.25640994,-0.1555726,2.3642848;-0.23496458,-0.42456725,2.4037864;-0.26364166,-0.48538923,2.3383346;-0.115017384,0.26427007,2.359;-0.038297307,-0.13792273,2.2522094;0.027120877,-0.3932141,2.275631;0.031622365,-0.45105824,2.2266924;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1967;-0.17591432,0.32582468,2.3781497;-0.1718618,0.39794275,2.3854916;-0.17680627,0.757293,2.369538;-0.22334595,0.89907897,2.337744;-0.330107,0.6426777,2.4760091;-0.3595522,0.417658,2.5304174;-0.48524934,0.28459248,2.40676;-0.5531157,0.2606502,2.3440306;-0.046279944,0.6427108,2.3331714;0.083149776,0.45828772,2.1816995;-0.029278558,0.41528162,1.9914024;-0.07025619,0.44060934,1.9619387;-0.24042983,0.25381488,2.38664;-0.25568748,-0.1525573,2.3655286;-0.23466142,-0.4244153,2.4045763;-0.2669612,-0.4850233,2.3408692;-0.11561328,0.2651581,2.3550808;-0.03464894,-0.13616347,2.263519;0.037266936,-0.39226818,2.2762861;0.030699769,-0.44947127,2.220655;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1994;-0.17423046,0.324827,2.3758984;-0.16942953,0.39723772,2.3828049;-0.17606014,0.75832593,2.369246;-0.22405553,0.9007317,2.3386698;-0.31855652,0.6388982,2.481627;-0.35458022,0.415817,2.5342057;-0.48782283,0.28833243,2.4089699;-0.5255892,0.289734,2.3706336;-0.045448378,0.64032763,2.324257;0.086811714,0.4513278,2.167639;-0.034180086,0.4180906,1.9810426;-0.07552597,0.44253713,1.9544915;-0.23644517,0.2525795,2.3882105;-0.2547568,-0.15127084,2.366406;-0.23427634,-0.42434245,2.4050105;-0.26951653,-0.4846866,2.3424773;-0.11385171,0.26361638,2.3490112;-0.028363436,-0.13827935,2.2789185;0.053249624,-0.392273,2.2824888;0.032441,-0.44922706,2.2192419;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2028;-0.16850156,0.32024705,2.3718507;-0.16360608,0.39390102,2.3789966;-0.17421915,0.7591703,2.3688126;-0.223868,0.90208167,2.339597;-0.3101116,0.6353856,2.4852877;-0.34788203,0.41275126,2.5368207;-0.48916933,0.291249,2.410929;-0.506497,0.30651873,2.386297;-0.043930233,0.6376557,2.3175533;0.08991305,0.4461353,2.159601;-0.034464017,0.4142159,1.9747653;-0.07561366,0.42408293,1.9466352;-0.22811982,0.24828076,2.3891845;-0.25364864,-0.150388,2.3670313;-0.233693,-0.42419684,2.4049013;-0.271431,-0.48414254,2.3429797;-0.10914564,0.25923896,2.3425212;-0.022455953,-0.1403687,2.2912383;0.06503102,-0.39220747,2.2890587;0.03460716,-0.4491723,2.2191067;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2062;-0.1630349,0.31624147,2.3686376;-0.15783395,0.3906905,2.375961;-0.1712116,0.75968355,2.3681831;-0.22082293,0.9035941,2.340414;-0.30449837,0.63308007,2.487612;-0.3419174,0.41004843,2.5382829;-0.48927784,0.29354692,2.412499;-0.49895456,0.31393778,2.3918622;-0.041757274,0.6349488,2.3125207;0.09298763,0.4421773,2.1563401;-0.01812806,0.3906132,1.9756193;-0.05036555,0.3798378,1.9513574;-0.22093137,0.24474052,2.3895671;-0.25215578,-0.14981121,2.3673522;-0.23280182,-0.42413262,2.4044397;-0.27279192,-0.4836589,2.342956;-0.10442163,0.255285,2.3379679;-0.01518447,-0.1423451,2.3013616;0.07364773,-0.392314,2.2943304;0.03745032,-0.44921204,2.2202866;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2095;-0.15742895,0.31267667,2.366195;-0.15205473,0.38772678,2.3737416;-0.16716552,0.7599504,2.367437;-0.21616489,0.9048742,2.3408718;-0.29676604,0.6325382,2.4861042;-0.33746156,0.40824908,2.538904;-0.4873491,0.2955724,2.4127345;-0.5228264,0.29127356,2.358952;-0.03883444,0.63304263,2.309137;0.09829824,0.43972027,2.1614;0.0105769,0.35847464,1.9864341;-0.022622574,0.33798954,1.96039;-0.2139494,0.24189855,2.3893604;-0.2492116,-0.14903757,2.3672838;-0.23117898,-0.42398602,2.4035702;-0.27323073,-0.48295575,2.3421664;-0.09955048,0.25189292,2.3352091;-0.006140282,-0.14439811,2.3086674;0.08098371,-0.3924962,2.2986584;0.042425007,-0.44932505,2.2227192;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2128;-0.15181313,0.3105686,2.364637;-0.14646864,0.38593054,2.3723736;-0.16239801,0.76025164,2.3666468;-0.20708743,0.9066626,2.3402374;-0.29182974,0.63253623,2.4844728;-0.32740945,0.42215484,2.5342207;-0.46874872,0.30172834,2.4126167;-0.508594,0.30010283,2.357407;-0.034120843,0.63207066,2.3076527;0.113907665,0.4359618,2.1879702;0.056019146,0.32146475,2.0120323;0.024692785,0.2893452,1.9851953;-0.20834132,0.24038792,2.3887942;-0.2433106,-0.14605118,2.3669798;-0.2283623,-0.42374748,2.4027154;-0.27197495,-0.48195732,2.340783;-0.09173276,0.24962857,2.3348954;0.0024167488,-0.14419287,2.3133206;0.08668625,-0.39245862,2.301518;0.048361704,-0.4489046,2.2247746;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2173;-0.14368793,0.31213662,2.3648007;-0.1397339,0.38686755,2.372358;-0.1568907,0.7610516,2.3657758;-0.19856682,0.90854335,2.3387735;-0.2882056,0.6385297,2.4768;-0.32175952,0.43496296,2.5286064;-0.45134974,0.30806994,2.4061759;-0.50326985,0.28777665,2.3313246;-0.01779439,0.6364956,2.3154964;0.13430682,0.4463726,2.2323751;0.09445637,0.30000412,2.0592165;0.072349,0.2412656,2.023354;-0.20295627,0.24117887,2.3879964;-0.23638605,-0.14203925,2.3669226;-0.22503312,-0.42353863,2.4025228;-0.26619014,-0.48083934,2.3383174;-0.07591606,0.2522569,2.3417652;0.009086264,-0.14319737,2.315869;0.091448255,-0.39231113,2.3036203;0.110873416,-0.4500112,2.2569573;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2208;-0.1335247,0.3185372,2.3678112;-0.13184717,0.3915283,2.3744242;-0.15191042,0.7623206,2.365331;-0.19005807,0.9108544,2.33701;-0.28803587,0.64698565,2.4660656;-0.32560495,0.4546775,2.5087764;-0.43625557,0.31646463,2.38225;-0.49454257,0.2772516,2.2942882;-0.0020621503,0.64234614,2.3279648;0.13935573,0.45258236,2.279273;0.13765007,0.27995905,2.121508;0.12017214,0.20466192,2.0740798;-0.19740939,0.24475835,2.3873887;-0.22795099,-0.13649642,2.3674557;-0.21968453,-0.42318857,2.4036624;-0.25464213,-0.4798331,2.3366213;-0.05924665,0.25857136,2.3530943;0.015129564,-0.14095892,2.3172812;0.095042415,-0.39187285,2.3048174;0.15169175,-0.45210615,2.2832446;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2234;-0.1257332,0.3255498,2.3715906;-0.12589447,0.39704195,2.377132;-0.14821766,0.7635983,2.3652387;-0.18226263,0.9131341,2.3351123;-0.29109585,0.6550759,2.4543312;-0.33499438,0.46756724,2.4902456;-0.430054,0.3287344,2.3473864;-0.48382044,0.2829658,2.261877;0.011540933,0.64877164,2.3435733;0.13492388,0.45782623,2.3230815;0.17095794,0.26927114,2.184893;0.16594282,0.18125388,2.1285264;-0.19314747,0.24886256,2.386947;-0.22051488,-0.13089085,2.368617;-0.21472842,-0.4227665,2.4052918;-0.24212159,-0.4789075,2.3354495;-0.047665082,0.26448163,2.3636475;0.022509117,-0.1349327,2.3180578;0.09790112,-0.39130187,2.3053312;0.118979365,-0.44103065,2.242513;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2270;-0.11971337,0.3321736,2.3757217;-0.12158508,0.40233478,2.3800647;-0.14552233,0.76460314,2.3653576;-0.1643243,0.9175589,2.3338673;-0.29596922,0.6620053,2.437203;-0.35417715,0.47689548,2.4626715;-0.4310039,0.33445978,2.3118804;-0.47905272,0.28551272,2.2185466;0.023068767,0.6556956,2.364682;0.13074167,0.45993716,2.3638425;0.19333285,0.2706865,2.2380576;0.18553838,0.18450397,2.160254;-0.18978323,0.25314316,2.3866553;-0.21469398,-0.12636393,2.3701527;-0.2103181,-0.42248318,2.407489;-0.22761182,-0.47849128,2.3351915;-0.038573436,0.26982316,2.3742366;0.02845397,-0.12894806,2.3182034;0.100043066,-0.39071515,2.3053513;0.120588444,-0.43546823,2.2294073;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2302;-0.115163125,0.3372261,2.379907;-0.1184561,0.4064851,2.3830464;-0.14334616,0.7652831,2.365739;-0.14916717,0.919359,2.3324142;-0.29794556,0.6651701,2.4203396;-0.37054005,0.4792916,2.4355507;-0.43602768,0.3425312,2.2693455;-0.47278026,0.30582902,2.1702037;0.031634163,0.6596724,2.3901515;0.12320006,0.46764743,2.4085464;0.2045591,0.28659266,2.2874217;0.20953554,0.20663631,2.199584;-0.18705888,0.25686744,2.3865674;-0.21016525,-0.1229909,2.3718474;-0.20675017,-0.42233104,2.4097452;-0.21336278,-0.47836876,2.3356833;-0.0317551,0.27352837,2.385406;0.03239751,-0.123763636,2.3182926;0.10155452,-0.3901207,2.3050005;0.117416285,-0.43159816,2.2182598;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2334;-0.11084859,0.3411983,2.3852403;-0.115560606,0.40975514,2.386685;-0.14130922,0.76555043,2.3664112;-0.13402244,0.9190276,2.3313973;-0.29693413,0.6656793,2.4053788;-0.37758413,0.47705036,2.4270866;-0.4338653,0.3572903,2.241885;-0.46090543,0.3301225,2.1406763;0.036400758,0.6612689,2.4072807;0.11402724,0.4753192,2.4581485;0.20564602,0.31161898,2.3291276;0.22357425,0.24176821,2.2350292;-0.18425488,0.26012698,2.386948;-0.2067471,-0.120438986,2.3734412;-0.20417213,-0.42221063,2.4116616;-0.20286456,-0.4782656,2.336443;-0.02579451,0.27579838,2.399387;0.035093967,-0.11989758,2.3186488;0.10194754,-0.38943622,2.3043964;0.089468986,-0.45218056,2.2736957;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2369;-0.10684125,0.34417278,2.391191;-0.11268748,0.4123264,2.3908925;-0.13858128,0.76528025,2.3676984;-0.12151703,0.9173477,2.3307874;-0.2948117,0.6653746,2.394779;-0.37769774,0.4741295,2.4544616;-0.41180316,0.38667893,2.2470443;-0.43474764,0.36397097,2.1166396;0.039644178,0.6629045,2.4261353;0.110636316,0.47784826,2.4787865;0.20649236,0.32535914,2.3433447;0.23089637,0.2672498,2.2525437;-0.18098405,0.26314792,2.3879783;-0.20384902,-0.118473426,2.3754175;-0.20183295,-0.42207855,2.4141493;-0.19324245,-0.4781747,2.3385122;-0.021940643,0.27704224,2.4111953;0.037057728,-0.11730096,2.3196328;0.09774757,-0.3888569,2.305395;0.06025746,-0.45940793,2.3199146;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2401;-0.102947354,0.34687585,2.3975694;-0.10961277,0.4147705,2.3956795;-0.13543327,0.76483285,2.369528;-0.10984546,0.9152875,2.3309743;-0.29212305,0.6652647,2.3875968;-0.3777666,0.47488144,2.4154193;-0.3958273,0.4121392,2.195088;-0.4061453,0.39285287,2.104731;0.04241489,0.6649257,2.4421825;0.10521596,0.48168027,2.5031009;0.2012419,0.34265062,2.3644116;0.2234489,0.30261356,2.2668748;-0.17717929,0.26624665,2.3897126;-0.20110695,-0.117219,2.3781445;-0.19959058,-0.4218871,2.4181097;-0.18499048,-0.47814578,2.3424797;-0.018972892,0.2784106,2.4214127;0.03901848,-0.11572111,2.3227968;0.07008373,-0.3896234,2.326578;0.057173587,-0.4501475,2.293686;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2433;-0.099069305,0.34989485,2.4040766;-0.1059068,0.41774514,2.4012663;-0.1292771,0.7647587,2.3739417;-0.09959983,0.9137622,2.332399;-0.28798616,0.6656096,2.38261;-0.36332366,0.4964531,2.4429476;-0.36823404,0.41044074,2.232898;-0.3683552,0.41566846,2.1049783;0.044949796,0.66772383,2.4553165;0.10204277,0.48416993,2.517008;0.19299538,0.3556305,2.3718858;0.21610135,0.32200974,2.272864;-0.17209966,0.27041268,2.3927393;-0.19833206,-0.11665803,2.3813403;-0.19731891,-0.42180952,2.4229555;-0.17774631,-0.4783159,2.3476968;-0.016952435,0.2801279,2.4289706;0.03921654,-0.11342896,2.3431876;0.045031566,-0.39400184,2.355482;0.04939474,-0.45135638,2.3019173;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2471;-0.09595582,0.3522875,2.409036;-0.10266969,0.42020023,2.4057825;-0.12346104,0.7649329,2.3787231;-0.08898375,0.91227406,2.3360522;-0.28139636,0.6662414,2.379883;-0.35748985,0.49683303,2.4284654;-0.36400273,0.42170492,2.2063198;-0.32509112,0.42695582,2.1001122;0.04744446,0.66997766,2.4650602;0.099620305,0.48616967,2.527285;0.18785341,0.36409667,2.3777778;0.18693827,0.35626525,2.2789733;-0.16738977,0.2740631,2.3954666;-0.19561301,-0.11676817,2.3841717;-0.19554138,-0.42181513,2.4266684;-0.17263103,-0.478508,2.3516846;-0.015525659,0.28154477,2.434111;0.034609206,-0.10970795,2.3714616;0.021832952,-0.39806446,2.3890476;0.044186834,-0.45106605,2.3064647;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2501;-0.09313185,0.3539558,2.412843;-0.09941758,0.42199355,2.409518;-0.11662576,0.76517886,2.3847637;-0.07520421,0.91015655,2.343071;-0.27165222,0.66590244,2.3795776;-0.36217907,0.49792853,2.410983;-0.3122517,0.4058156,2.1596925;-0.27388054,0.4198442,2.1074305;0.04958342,0.6712139,2.471829;0.09799174,0.4873423,2.5344496;0.18952139,0.36538023,2.389778;0.16373831,0.374009,2.2951052;-0.1628041,0.2769737,2.3976705;-0.19289082,-0.11763695,2.3862133;-0.1940045,-0.42196652,2.4290524;-0.16881381,-0.47880843,2.3542812;-0.014368111,0.28251794,2.4376624;0.026305616,-0.11139749,2.398334;-0.0010836395,-0.41414398,2.4352143;0.027727716,-0.4669759,2.3443534;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2533;-0.09000033,0.3549156,2.4160092;-0.09533437,0.42307064,2.4129946;-0.10555294,0.76553905,2.394484;-0.061257992,0.90780103,2.3517554;-0.25920996,0.6642903,2.3818538;-0.36237463,0.49908838,2.402286;-0.27908742,0.39734262,2.17311;-0.22965685,0.39770198,2.1268125;0.053974003,0.6705589,2.4793932;0.09678041,0.4873829,2.5415483;0.19055155,0.3627336,2.4020798;0.14839298,0.37523073,2.3050897;-0.15826073,0.27900425,2.3992367;-0.19003832,-0.118954964,2.3869605;-0.19208376,-0.42204186,2.4286594;-0.16509864,-0.47858015,2.3536367;-0.013275637,0.28310388,2.4402776;0.018361516,-0.11527748,2.4185326;-0.015469288,-0.4241929,2.462075;0.0140083805,-0.47894692,2.3738458;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2569;-0.084536046,0.35421482,2.4192646;-0.08852349,0.42250457,2.416837;-0.0931083,0.7654172,2.4039936;-0.050193354,0.9057321,2.3591704;-0.24203469,0.66026425,2.387137;-0.333609,0.4743334,2.3929734;-0.23140034,0.37607816,2.194532;-0.18578754,0.3549287,2.1488307;0.06251081,0.6645,2.4893863;0.098128006,0.4816796,2.5520575;0.16467157,0.34158024,2.4103954;0.1435428,0.31017545,2.3164418;-0.1516325,0.27972534,2.4004478;-0.186041,-0.12129548,2.385194;-0.18396841,-0.41993997,2.4165819;-0.15419428,-0.47409502,2.339834;-0.011200655,0.2828231,2.442606;0.013401729,-0.1179659,2.4298708;-0.022560751,-0.4279714,2.4739752;0.008280376,-0.48312122,2.3853889;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2602;-0.07606086,0.35077253,2.42263;-0.0792616,0.41959554,2.4207408;-0.082744054,0.76463526,2.4109132;-0.037234683,0.90304255,2.3672032;-0.22783485,0.6567813,2.3919315;-0.30889156,0.45045418,2.3912766;-0.20173743,0.33811238,2.224644;-0.15434755,0.31436858,2.1904552;0.07220601,0.6571618,2.4993658;0.101622246,0.4676658,2.5614395;0.13874868,0.31170592,2.4170399;0.12557594,0.2785509,2.3404982;-0.14298888,0.27855927,2.4012887;-0.18037198,-0.12381154,2.3801055;-0.17813072,-0.41815716,2.4030552;-0.14719927,-0.47083294,2.326193;-0.005256235,0.27895498,2.445662;0.009747675,-0.12055251,2.4370437;-0.02723318,-0.43047953,2.4811404;0.004642685,-0.4856622,2.3922815;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2632;-0.06351255,0.34298736,2.426401;-0.066707194,0.41318464,2.424881;-0.07205238,0.763098,2.4164686;-0.025699025,0.90062535,2.3742;-0.2113575,0.6518615,2.395684;-0.2837262,0.42881337,2.393375;-0.17923045,0.30095556,2.2494442;-0.12589571,0.2704284,2.2130306;0.079344615,0.65065426,2.5062563;0.1061187,0.43392238,2.5678113;0.1251953,0.271217,2.423703;0.11841123,0.21131255,2.3499327;-0.12941861,0.2735985,2.4019852;-0.17345867,-0.12679812,2.3711588;-0.17227545,-0.41455865,2.3833861;-0.14902659,-0.4713905,2.3831792;0.003624506,0.27182922,2.4495862;0.0072901146,-0.12268266,2.4413857;-0.027942803,-0.43057248,2.4800022;0.0031982488,-0.4862391,2.3955038;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
