Time;SPINE_BASE;SPINE_MID;NECK;HEAD;SHOULDER_LEFT;ELBOW_LEFT;WRIST_LEFT;HAND_LEFT;SHOULDER_RIGHT;ELBOW_RIGHT;WRIST_RIGHT;HAND_RIGHT;HIP_LEFT;KNEE_LEFT;ANKLE_LEFT;FOOT_LEFT;HIP_RIGHT;KNEE_RIGHT;ANKLE_RIGHT;FOOT_RIGHT;SPINE_SHOULDER;HAND_TIP_LEFT;THUMB_LEFT;HAND_TIP_RIGHT;THUMB_RIGHT
1682;-0.14461611,0.35254478,2.4097402;-0.14228597,0.4209961,2.405274;-0.13055843,0.7643697,2.3927815;-0.12556367,0.9241923,2.3384235;-0.30546528,0.66990894,2.4156303;-0.5037533,0.5873297,2.2122347;-0.56181514,0.68509305,2.0214248;-0.5829499,0.7214095,1.9816453;0.021258712,0.65280265,2.4115865;0.18120773,0.5624354,2.2246678;0.2484687,0.6414147,2.0207076;0.2623844,0.6755008,1.9766452;-0.21934588,0.28282225,2.4041955;-0.25658983,-0.11123801,2.3767757;-0.26939374,-0.4113518,2.3679328;-0.27320012,-0.4569229,2.2850876;-0.07353083,0.27652806,2.4163036;-0.07011587,-0.11966191,2.4150476;-0.09279561,-0.42214924,2.4313676;-0.09927658,-0.4722873,2.3504837;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1727;-0.14659894,0.35495868,2.4074912;-0.14453037,0.42347363,2.403309;-0.13645044,0.76753896,2.3937356;-0.12758017,0.92391604,2.3380792;-0.3116647,0.6724651,2.408079;-0.5060513,0.6041005,2.1907797;-0.58878756,0.65411484,1.9914944;-0.62428576,0.68354964,1.9275763;0.01781055,0.65748256,2.4084656;0.17022343,0.59527165,2.1959064;0.27967408,0.62009144,1.9938942;0.31500706,0.63492763,1.9290922;-0.22144374,0.2843804,2.4013224;-0.2583057,-0.11047286,2.3719966;-0.27021918,-0.41104704,2.364736;-0.27340424,-0.45648,2.2819514;-0.07489607,0.27842274,2.414477;-0.07109188,-0.11652395,2.399818;-0.08548484,-0.41612202,2.4027576;-0.087261185,-0.4641628,2.319755;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1754;-0.14880575,0.3571876,2.4056695;-0.14708582,0.42578846,2.4018495;-0.1423742,0.7704165,2.394902;-0.12960231,0.9237718,2.3374996;-0.3180702,0.6746284,2.3994107;-0.502087,0.6090079,2.180748;-0.60017633,0.5926013,1.9767016;-0.6424084,0.60653913,1.9050832;0.011422067,0.663924,2.4031756;0.16567843,0.6078659,2.1837106;0.2924617,0.5813886,1.9880904;0.34077868,0.59433514,1.913702;-0.22375022,0.2859192,2.3987074;-0.26031718,-0.109376274,2.3658304;-0.27085757,-0.41094825,2.362098;-0.28937835,-0.47154075,2.3071263;-0.076693624,0.28053328,2.41294;-0.06822888,-0.113644384,2.3792517;-0.07469933,-0.4088396,2.3725069;-0.07314152,-0.45520818,2.2883823;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1783;-0.1510707,0.359023,2.4039996;-0.1497372,0.42767742,2.40055;-0.14768726,0.7724045,2.3953123;-0.13324381,0.923578,2.335857;-0.3232527,0.67544353,2.391288;-0.49110195,0.5824763,2.1746159;-0.5997178,0.54376984,1.961942;-0.63587695,0.55958325,1.8979512;0.006435642,0.66842246,2.3987024;0.15800941,0.6094157,2.1813004;0.29362956,0.5463363,1.9914738;0.34294572,0.562098,1.9203762;-0.22619726,0.28721258,2.3959985;-0.2629893,-0.10841099,2.3580556;-0.27174217,-0.41084173,2.3593209;-0.29680365,-0.47915038,2.319024;-0.07848196,0.28234336,2.4116638;-0.062832214,-0.11149249,2.3570874;-0.05999802,-0.40415,2.3489919;-0.07624169,-0.4613914,2.3537135;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1820;-0.15363201,0.36016977,2.4016604;-0.15273637,0.42883012,2.3985138;-0.15326068,0.77331275,2.393728;-0.13875,0.9227894,2.331295;-0.3275471,0.67447263,2.3834655;-0.4666669,0.5373937,2.2177444;-0.56345886,0.50367254,1.9901243;-0.5905199,0.52409613,1.9179682;0.0029559631,0.67103815,2.3953342;0.14060186,0.56906044,2.2176342;0.27451026,0.5199732,2.01442;0.3157862,0.5390565,1.9458226;-0.22931185,0.287615,2.3917253;-0.26571047,-0.107958935,2.348919;-0.27253604,-0.4108616,2.3570576;-0.28642678,-0.47255048,2.2958162;-0.080177866,0.28358206,2.4102743;-0.056099262,-0.110984944,2.3391104;-0.04927027,-0.40135345,2.3358665;-0.047845818,-0.45312124,2.2965837;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1853;-0.1566989,0.36015132,2.3958757;-0.15634796,0.42871004,2.3932643;-0.1596068,0.7719597,2.387865;-0.14490804,0.92051274,2.3228185;-0.33102226,0.67108023,2.374921;-0.45450684,0.49923018,2.2431693;-0.5270642,0.47131288,2.015683;-0.53898746,0.5051473,1.9712785;6.8986404E-4,0.67265975,2.3931103;0.12913989,0.5371231,2.251625;0.24065854,0.5033298,2.047215;0.2587483,0.54201543,1.99171;-0.23252235,0.28620666,2.382974;-0.26783624,-0.10818612,2.339672;-0.27330777,-0.41084066,2.3549285;-0.28910166,-0.47883627,2.3059933;-0.08216617,0.28410128,2.406373;-0.05000019,-0.11138723,2.3260036;-0.035268866,-0.3994521,2.3254607;-0.019769223,-0.44903496,2.2616115;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1885;-0.15938662,0.35820884,2.3838205;-0.15977882,0.42677435,2.38293;-0.16525738,0.76913446,2.3788495;-0.14948352,0.9182152,2.3136952;-0.33292714,0.6678041,2.3681715;-0.43548435,0.46209913,2.2937815;-0.48573384,0.46296677,2.0651348;-0.48383465,0.50137144,2.028058;-8.2684966E-4,0.67370737,2.3916597;0.12366748,0.501301,2.2852225;0.1981839,0.5140466,2.0706186;0.20054238,0.5446964,2.04665;-0.23402593,0.28284812,2.366893;-0.26893207,-0.109306134,2.3308756;-0.27396098,-0.41074494,2.3529084;-0.27941757,-0.47185627,2.2864757;-0.08415329,0.2829557,2.3964067;-0.044642583,-0.112198465,2.3170955;-0.017331727,-0.39464948,2.31566;0.005929553,-0.4407509,2.2359428;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1919;-0.1604027,0.3544111,2.3678148;-0.16186327,0.42314538,2.3688629;-0.17012437,0.76543003,2.3662226;-0.15188688,0.9163748,2.3040113;-0.33375195,0.6649643,2.3628125;-0.42462134,0.4455791,2.3198633;-0.44462436,0.49003503,2.0996315;-0.43387294,0.52226317,2.0833359;-0.00204117,0.6743129,2.3906026;0.115790576,0.47554654,2.3212047;0.13865793,0.5455431,2.1052628;0.12778449,0.5648399,2.1132526;-0.23271455,0.27895007,2.3502958;-0.26932016,-0.11067678,2.3239176;-0.27442408,-0.4106588,2.3506472;-0.27340832,-0.46790186,2.274661;-0.08543908,0.2803175,2.3805144;-0.04062182,-0.113206595,2.3114192;-0.0072731404,-0.3931467,2.311353;0.01653564,-0.43858242,2.2265077;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1950;-0.16017261,0.35141098,2.3560138;-0.16241285,0.420137,2.3575916;-0.17293648,0.762311,2.3532143;-0.15250912,0.91514814,2.2939034;-0.33352938,0.6625058,2.3581119;-0.41906452,0.43717536,2.3309882;-0.41389495,0.52659506,2.120061;-0.3991572,0.56223804,2.1239965;-0.0031168836,0.6745785,2.3897493;0.11185542,0.46551666,2.3360903;0.08561043,0.57976156,2.1350577;0.06749156,0.59422654,2.1662438;-0.23064458,0.27641976,2.3390539;-0.26894975,-0.11215136,2.3182404;-0.27452272,-0.41060153,2.3478234;-0.26898235,-0.46543235,2.2663848;-0.08582644,0.2784107,2.36886;-0.037234344,-0.114435636,2.3077655;0.0031141937,-0.39357224,2.3095062;0.026366383,-0.43824893,2.221199;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1982;-0.15896522,0.34886032,2.346783;-0.16156337,0.41756377,2.3482738;-0.17265992,0.7601037,2.3417501;-0.15247984,0.9136154,2.2812786;-0.33257255,0.66062045,2.3539965;-0.41566238,0.44147763,2.32947;-0.39005178,0.5674607,2.1292007;-0.38473162,0.59835964,2.1338887;-0.004307945,0.67431563,2.3886437;0.10942985,0.45957088,2.345193;0.059691172,0.5978795,2.1502488;0.05718115,0.6075524,2.1750379;-0.22813822,0.2745969,2.3308716;-0.2674976,-0.11411461,2.3128695;-0.27379733,-0.41030943,2.3429215;-0.26511225,-0.4632458,2.2585742;-0.085527256,0.27681845,2.3595378;-0.033128798,-0.116315104,2.305635;0.014950989,-0.39505732,2.3090696;0.037261885,-0.43931925,2.2194629;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2019;-0.15729381,0.34704754,2.3401873;-0.15999539,0.41578546,2.341565;-0.17095383,0.7589893,2.3338413;-0.15241104,0.9126653,2.2718456;-0.33137912,0.65933496,2.3507967;-0.41437396,0.45339677,2.30562;-0.3818131,0.6031735,2.1168888;-0.38378167,0.62190807,2.1168168;-0.005274832,0.6734246,2.386245;0.112619065,0.46617132,2.3357916;0.052055124,0.612871,2.1477695;0.056872584,0.6160645,2.1709204;-0.2256245,0.27327004,2.3251405;-0.26497045,-0.11654221,2.3073287;-0.27261248,-0.4077595,2.3322308;-0.26274616,-0.45882487,2.247146;-0.08454573,0.2756718,2.3524733;-0.028427899,-0.11827924,2.3047261;0.02302334,-0.39618453,2.309145;0.044431947,-0.44048712,2.2194052;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2049;-0.15463033,0.34553495,2.335088;-0.15732208,0.4143452,2.3364918;-0.16783188,0.7582996,2.3283978;-0.15252158,0.91206306,2.2659442;-0.3291198,0.6582091,2.347717;-0.4159972,0.47765452,2.2441177;-0.40486124,0.62044924,2.0476882;-0.3982368,0.636404,2.056166;-0.003394928,0.67083293,2.3800654;0.13174807,0.48147988,2.2863278;0.09035768,0.62216836,2.09055;0.08007112,0.6248903,2.118612;-0.22244498,0.27206406,2.320781;-0.2612144,-0.118974455,2.3018198;-0.27118403,-0.40619704,2.323901;-0.2616396,-0.45639357,2.2394917;-0.08217842,0.27443382,2.3465743;-0.023707306,-0.11994075,2.3046088;0.029960247,-0.3968468,2.3098953;0.050195448,-0.4414382,2.220911;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2079;-0.1501591,0.34388107,2.331268;-0.15271361,0.41276297,2.332871;-0.16236793,0.75747025,2.3250988;-0.15264396,0.91150844,2.2623978;-0.323467,0.65536344,2.3426247;-0.41835213,0.49917012,2.188055;-0.43266127,0.59890354,1.9860512;-0.4310227,0.6243231,1.973853;0.0063783033,0.66366154,2.3656037;0.1615004,0.49592865,2.2198498;0.13475385,0.6188288,2.022171;0.13506722,0.6204698,2.036608;-0.2179394,0.2704966,2.3177536;-0.25725845,-0.12103227,2.2972085;-0.26958373,-0.4050807,2.317597;-0.2609838,-0.45478863,2.2341754;-0.07729694,0.2725653,2.3415513;-0.018066987,-0.12131239,2.3052614;0.035515055,-0.39748144,2.3110065;0.054335315,-0.44251883,2.2233524;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2117;-0.1434312,0.342402,2.329095;-0.14599596,0.4113207,2.3312297;-0.15533641,0.75660086,2.324532;-0.15228459,0.910683,2.2598233;-0.31419876,0.6516004,2.33506;-0.40773386,0.5346049,2.1377394;-0.4703939,0.57016337,1.913667;-0.4973361,0.5787164,1.8616053;0.014199857,0.6594563,2.3551183;0.17312877,0.5206374,2.1805267;0.19312319,0.5883206,1.966122;0.20164737,0.6103889,1.9320388;-0.21152155,0.26883635,2.3162072;-0.2530846,-0.1226151,2.2938643;-0.2674701,-0.404257,2.3127697;-0.2600105,-0.4536673,2.2303786;-0.06984769,0.27096426,2.3381531;-0.011484053,-0.121926665,2.3068604;0.040350195,-0.39835292,2.3130002;0.057923377,-0.44401792,2.2273421;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2148;-0.13594373,0.3415277,2.3284054;-0.13843304,0.4105129,2.33129;-0.1475475,0.75653994,2.3257504;-0.15116398,0.9098932,2.258141;-0.30004957,0.6505502,2.3247373;-0.39728087,0.56030554,2.1081023;-0.49799287,0.531688,1.8734874;-0.53786623,0.5166575,1.8059039;0.020878846,0.6577711,2.3460007;0.16862927,0.5568988,2.144981;0.24445136,0.5511449,1.9288696;0.28390157,0.56503296,1.8427967;-0.20321578,0.2679715,2.3163724;-0.2479613,-0.12357859,2.2916894;-0.2658047,-0.4037263,2.309566;-0.25931737,-0.4529158,2.2278457;-0.06293404,0.2702611,2.336276;-0.003007066,-0.12087863,2.3100438;0.044977147,-0.39965826,2.316723;0.061233267,-0.44611692,2.2334642;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2182;-0.12617017,0.3415258,2.3290324;-0.1280142,0.4107837,2.3326755;-0.13484618,0.75872785,2.3274171;-0.1491462,0.90980196,2.2568681;-0.2873455,0.6523042,2.3162541;-0.39305514,0.56919193,2.0968592;-0.5012808,0.4763364,1.8792019;-0.5433106,0.46560293,1.8154542;0.029407162,0.6579525,2.3315322;0.1651489,0.57321894,2.1256845;0.27111977,0.518009,1.9221567;0.33329254,0.4997772,1.8258011;-0.19247122,0.2683653,2.3183777;-0.24121338,-0.12271148,2.290693;-0.26422656,-0.40334558,2.307337;-0.25890383,-0.4523692,2.2260776;-0.054678794,0.27071336,2.3355772;0.005177686,-0.118720345,2.3141093;0.0491431,-0.40128237,2.3225234;0.06293868,-0.44876727,2.2414742;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2217;-0.115560934,0.34293538,2.3297727;-0.11726538,0.41245946,2.3338733;-0.124875516,0.7615723,2.328;-0.143967,0.9104138,2.254768;-0.2791673,0.6541322,2.311621;-0.37486875,0.5350696,2.1419432;-0.46755686,0.45155686,1.9385498;-0.52744174,0.4378841,1.8341554;0.03823221,0.66024935,2.31765;0.16564298,0.5804524,2.115507;0.29401937,0.47201324,1.9177922;0.33354458,0.4670903,1.8416166;-0.18187276,0.26977104,2.320726;-0.2327079,-0.12067301,2.2901123;-0.2623574,-0.40303874,2.3057616;-0.24106051,-0.4667159,2.2988262;-0.043796275,0.2731383,2.3348424;0.015701476,-0.11523614,2.3199174;0.055146426,-0.4035302,2.3337083;0.065009266,-0.45256686,2.2545261;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2247;-0.10571521,0.34406504,2.3295288;-0.1076885,0.41382045,2.3338785;-0.117307805,0.7638111,2.3273761;-0.13483815,0.910836,2.2503748;-0.27362153,0.65503234,2.3091686;-0.36103672,0.4923478,2.2003577;-0.44163266,0.41882804,1.9843024;-0.47041142,0.42400143,1.9053059;0.044962827,0.6616352,2.3088384;0.17503396,0.551112,2.155859;0.2818702,0.4441347,1.9446996;0.31552118,0.4418643,1.8653984;-0.17286667,0.2705609,2.3219745;-0.22312044,-0.11829814,2.2884648;-0.25987488,-0.40245178,2.3041687;-0.22893795,-0.47217625,2.3365257;-0.032506563,0.2750104,2.33314;0.023480391,-0.112757005,2.3238742;0.05889621,-0.40477863,2.3403742;0.06598174,-0.45465636,2.261883;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2281;-0.09630367,0.34388468,2.327663;-0.09836912,0.41388926,2.3321192;-0.10941621,0.7649797,2.3249555;-0.12772699,0.911078,2.2465641;-0.26891842,0.6555376,2.308295;-0.34127775,0.44667053,2.2646387;-0.4154627,0.40274167,2.0235605;-0.4312375,0.410873,1.9626791;0.050640654,0.66171205,2.3031313;0.17465398,0.49324602,2.190113;0.25846255,0.41798472,1.9787476;0.26756203,0.4348663,1.9192816;-0.16483757,0.27020916,2.3218746;-0.2128701,-0.117141984,2.2839003;-0.2556349,-0.40051347,2.3004587;-0.22465344,-0.47363332,2.349834;-0.021637863,0.2748698,2.3294787;0.029554209,-0.11159649,2.3257544;0.061572798,-0.40516335,2.3439896;0.06679879,-0.4556151,2.2657425;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2319;-0.08595524,0.34127685,2.322257;-0.088199094,0.4116683,2.3270462;-0.1007734,0.76445305,2.3200195;-0.120199725,0.90991616,2.2411416;-0.2636521,0.65403193,2.3100138;-0.3274425,0.41934904,2.309766;-0.3759473,0.40852147,2.0761695;-0.38084894,0.41843283,2.0399044;0.056471962,0.661021,2.3001578;0.17021324,0.45518857,2.2495801;0.221572,0.41765517,2.0333052;0.22366212,0.4434923,1.9768326;-0.15524343,0.2668967,2.3180916;-0.20225942,-0.11845916,2.2762723;-0.24780683,-0.3965577,2.2926645;-0.242024,-0.44860125,2.24217;-0.010314784,0.27172917,2.3220375;0.036602966,-0.1121807,2.323389;0.06508041,-0.40260705,2.341811;0.06803197,-0.45336333,2.2636502;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2354;-0.07732476,0.3376707,2.315217;-0.07981892,0.40839696,2.3206797;-0.093861446,0.76264983,2.3145666;-0.112589054,0.9064758,2.2337105;-0.25911248,0.65073186,2.3136725;-0.3083714,0.41034698,2.346425;-0.3456884,0.4334776,2.1251361;-0.34311965,0.46066147,2.1008599;0.06110552,0.66001225,2.2992816;0.18272108,0.4232971,2.2614985;0.17060803,0.4736463,2.0419502;0.17263223,0.47825983,2.0429418;-0.1465047,0.26229873,2.3117654;-0.192246,-0.123088524,2.2672634;-0.23962502,-0.39267254,2.28253;-0.24164143,-0.44133797,2.213781;-0.0016251006,0.26789823,2.3137274;0.046510577,-0.11608247,2.3123817;0.06962021,-0.3965915,2.3229904;0.069450006,-0.44594687,2.2425706;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2387;-0.07118732,0.33409777,2.3090966;-0.07390081,0.40501803,2.3152206;-0.08908304,0.7600094,2.309638;-0.105746925,0.90209466,2.2267478;-0.2552856,0.64717054,2.3172815;-0.30288717,0.40975615,2.3543363;-0.33232707,0.48123813,2.1456032;-0.32769912,0.5193348,2.127673;0.06435887,0.6590718,2.299471;0.18536365,0.41898406,2.2681184;0.126717,0.5253412,2.0734813;0.12687682,0.53664577,2.0988936;-0.13984527,0.25823504,2.306069;-0.18546605,-0.1270766,2.2608721;-0.23414086,-0.3901728,2.2746065;-0.24496454,-0.43338993,2.1773744;0.0039248797,0.26484627,2.3073046;0.055961475,-0.12167225,2.2940614;0.072610535,-0.39135125,2.2995145;0.07017867,-0.4398829,2.2182572;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2422;-0.066901736,0.33024433,2.3038375;-0.06962129,0.40121883,2.3104258;-0.085311726,0.7563391,2.3046896;-0.101679765,0.89891624,2.2225106;-0.2524807,0.64424664,2.3203082;-0.298089,0.3989312,2.3710287;-0.3195141,0.5242076,2.1785536;-0.31699264,0.57847923,2.1475394;0.06593168,0.65749896,2.2994924;0.18739463,0.425709,2.273072;0.09915637,0.5984822,2.1122937;0.10530602,0.60255617,2.125566;-0.13514696,0.25481874,2.3015628;-0.18119831,-0.12980868,2.2567334;-0.23139916,-0.38846636,2.2696433;-0.24685335,-0.42991123,2.163152;0.0073251203,0.26211992,2.3022866;0.061165415,-0.12508428,2.2820213;0.074384585,-0.38857186,2.287024;0.070495844,-0.4369859,2.2060058;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2457;-0.06426876,0.3275359,2.300336;-0.06692289,0.39851516,2.3072467;-0.08289973,0.7535499,2.301177;-0.099171616,0.896521,2.219545;-0.25016806,0.6421875,2.323101;-0.30274546,0.39938083,2.367752;-0.3202337,0.5519916,2.190304;-0.32295567,0.6236536,2.150532;0.06674229,0.65523887,2.2993948;0.19429784,0.44914755,2.2637656;0.10123119,0.6364688,2.1145327;0.1072375,0.6303182,2.1225798;-0.13216619,0.25253156,2.298604;-0.17854853,-0.13154466,2.2541602;-0.23009,-0.38690144,2.2660365;-0.24923103,-0.42719358,2.1544905;0.009372203,0.26014945,2.2988067;0.06401062,-0.12698895,2.2750669;0.07557816,-0.38673308,2.27998;0.07063851,-0.43513536,2.1991944;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2486;-0.06262185,0.32576224,2.2980435;-0.065181114,0.39676294,2.3052046;-0.08126359,0.7518032,2.2988744;-0.09762054,0.8949675,2.21755;-0.24815962,0.64089423,2.3258271;-0.3190405,0.4175248,2.344297;-0.3401676,0.5790278,2.1726055;-0.34426138,0.65318716,2.124754;0.06732589,0.653613,2.2990375;0.20938122,0.48609048,2.2223556;0.103698045,0.66036165,2.0798473;0.12018239,0.6567038,2.0797489;-0.13023117,0.25108814,2.2967327;-0.17685229,-0.13261582,2.2525594;-0.22966212,-0.3855173,2.2636375;-0.2532692,-0.42505476,2.153809;0.0105862925,0.25881323,2.2963436;0.06579406,-0.12790999,2.2708635;0.076397404,-0.3856265,2.2758095;0.070734106,-0.43399912,2.1950796;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2526;-0.061446246,0.32480973,2.296634;-0.06387601,0.395836,2.3039627;-0.080050044,0.7509581,2.297512;-0.09706683,0.893935,2.2160904;-0.24626394,0.6408248,2.3296442;-0.34453815,0.44195497,2.305206;-0.37784588,0.59274644,2.126967;-0.3919134,0.6523931,2.0671744;0.068181574,0.65283954,2.2980344;0.22180395,0.51092577,2.1633677;0.14795786,0.64893067,1.9943267;0.13930306,0.66752875,1.9966393;-0.12891036,0.25027215,2.295712;-0.17681344,-0.13281412,2.252815;-0.23048787,-0.38425228,2.2625744;-0.25961164,-0.42373753,2.16168;0.011283429,0.25806394,2.2945774;0.066603966,-0.12748165,2.2685287;0.07711461,-0.3847856,2.2744157;0.070195265,-0.43343192,2.194483;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2552;-0.061173085,0.32474083,2.2961998;-0.063257806,0.39564404,2.3034978;-0.07919989,0.75061387,2.296597;-0.097979754,0.8941835,2.215818;-0.24499236,0.6418876,2.3336453;-0.3639208,0.47725222,2.2658262;-0.42301863,0.5898962,2.071247;-0.44761163,0.62782806,2.0055082;0.06900897,0.6527146,2.2956648;0.22849259,0.5276342,2.0934074;0.18499124,0.6242162,1.9035177;0.1743479,0.64934003,1.8902693;-0.12898465,0.2508739,2.297241;-0.17988458,-0.13136885,2.2568388;-0.2332557,-0.38440874,2.2644053;-0.26650605,-0.42632282,2.176042;0.01134903,0.2578958,2.2934115;0.06590575,-0.12529226,2.2699966;0.07876393,-0.3849005,2.286374;0.069166794,-0.43579215,2.2100983;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2587;-0.06224902,0.32611993,2.2980788;-0.063663974,0.3968458,2.3049157;-0.07879358,0.75166744,2.2967093;-0.10048521,0.8966788,2.2176416;-0.24431804,0.6432891,2.3369389;-0.3834593,0.5180769,2.2096202;-0.4740042,0.5621123,2.0095167;-0.51648253,0.58110106,1.9368534;0.06884682,0.6531242,2.2914329;0.22256516,0.542388,2.0422187;0.21894898,0.5797728,1.8285917;0.2168649,0.60436094,1.7769384;-0.13088803,0.25369355,2.3036869;-0.18458582,-0.12886874,2.2628317;-0.23675999,-0.38544616,2.267774;-0.27140978,-0.42900082,2.1871197;0.010402271,0.25859788,2.2933214;0.06315726,-0.12101962,2.2769551;0.08139285,-0.39045486,2.312961;0.068854,-0.44543108,2.2411537;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2622;-0.064188465,0.32798982,2.3019485;-0.06467584,0.39865863,2.3077598;-0.078622915,0.75406283,2.2978938;-0.104232244,0.8997009,2.2199888;-0.24403296,0.64460105,2.3393717;-0.39439663,0.5426688,2.1716745;-0.5230042,0.5171896,1.9622198;-0.57143915,0.5106498,1.8972642;0.06490403,0.6539007,2.280333;0.18107714,0.5737257,2.0424101;0.2302832,0.531142,1.8248048;0.26087812,0.52676785,1.7218907;-0.13328406,0.25651985,2.3119214;-0.18915004,-0.12563998,2.2696314;-0.23955655,-0.38630018,2.2707167;-0.2749439,-0.430339,2.194077;0.008330816,0.26002344,2.2947688;0.05889436,-0.11622022,2.2881484;0.082938574,-0.39456904,2.3297489;0.06764282,-0.45091915,2.2586236;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2654;-0.066433705,0.32960072,2.3061752;-0.065987155,0.4003118,2.3106742;-0.07865787,0.7563047,2.2991273;-0.10794972,0.9023818,2.222255;-0.24405725,0.6457567,2.3410199;-0.3974919,0.54913205,2.1611102;-0.53949076,0.4769083,1.957619;-0.58590907,0.45789695,1.9093535;0.059155356,0.6532557,2.2684047;0.16607434,0.5833451,2.0334022;0.26002574,0.4803841,1.7681013;0.27579585,0.48414344,1.7180123;-0.13571943,0.25852194,2.3195848;-0.19262494,-0.1227539,2.2751496;-0.2416792,-0.38697302,2.2730937;-0.27736714,-0.43110362,2.1985743;0.0056939637,0.26158705,2.2968984;0.054906894,-0.11308004,2.2978551;0.08358352,-0.39679447,2.3392334;0.06649277,-0.45369247,2.2682168;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2688;-0.06850127,0.33072588,2.3096855;-0.06733231,0.40153313,2.3129969;-0.07882218,0.7579556,2.3000398;-0.1109718,0.9044336,2.2240412;-0.24435939,0.64658433,2.3420997;-0.38422376,0.51877564,2.1933072;-0.53511566,0.44526893,1.9758513;-0.5799887,0.43663,1.9264699;0.05505403,0.6521188,2.260136;0.14802392,0.5655169,2.035933;0.23767945,0.4573718,1.8300143;0.2746378,0.4622656,1.7310686;-0.1378069,0.25962818,2.3250554;-0.19514695,-0.12048229,2.2791367;-0.24312544,-0.38689524,2.2746341;-0.2789141,-0.43112478,2.2012806;0.003203562,0.2628533,2.2989511;0.051974997,-0.11138541,2.3044932;0.08388969,-0.3980393,2.3450303;0.06573197,-0.45528716,2.2740815;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
