Time;SPINE_BASE;SPINE_MID;NECK;HEAD;SHOULDER_LEFT;ELBOW_LEFT;WRIST_LEFT;HAND_LEFT;SHOULDER_RIGHT;ELBOW_RIGHT;WRIST_RIGHT;HAND_RIGHT;HIP_LEFT;KNEE_LEFT;ANKLE_LEFT;FOOT_LEFT;HIP_RIGHT;KNEE_RIGHT;ANKLE_RIGHT;FOOT_RIGHT;SPINE_SHOULDER;HAND_TIP_LEFT;THUMB_LEFT;HAND_TIP_RIGHT;THUMB_RIGHT
1600;0.009754583,0.21433085,2.0378468;0.030268712,0.30028057,2.0414636;0.08373481,0.73741055,2.0182822;-0.063973084,0.81969976,2.0583432;-0.07725495,0.64293194,2.164984;-0.08869059,0.47780108,2.2290435;-0.13388273,0.3578823,2.0298798;-0.13670771,0.4016481,1.9520253;0.15388452,0.57826334,1.9711467;0.23565274,0.35028446,1.9207138;0.22775082,0.16224799,1.87388;0.21612643,0.084971495,1.8465972;-0.053328026,0.1531856,2.059697;-0.091653,-0.18919829,2.017961;-0.114738114,-0.42632854,2.003006;-0.084907405,-0.3632785,2.016308;0.0659221,0.15286776,2.016374;0.09215179,-0.21692856,1.9876416;0.118862346,-0.4555329,1.9739785;0.10119579,-0.36733255,1.9715796;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1632;0.018814303,0.22450426,2.0373664;0.037586898,0.31117186,2.0396483;0.09536555,0.7597829,2.015362;-0.07628168,0.82429093,2.0585153;-0.08084299,0.65342766,2.1713119;-0.098805875,0.44120046,2.1419551;-0.15860003,0.3898223,1.9712458;-0.14066093,0.41702336,1.9496495;0.16176923,0.5812327,1.974421;0.24707007,0.3572174,1.9444205;0.2547569,0.15882629,1.9093448;0.25054002,0.07683521,1.8835924;-0.050189633,0.16259934,2.0578897;-0.088160254,-0.18041709,2.014459;-0.09596384,-0.4177361,2.0115836;-0.07563285,-0.35739195,2.0185704;0.07792021,0.16033152,2.0181477;0.10888026,-0.21348411,1.9939548;0.124093354,-0.45581827,1.978476;0.12215721,-0.36816046,1.9839187;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1664;0.03178444,0.2442056,2.036031;0.044525746,0.3238287,2.0376542;0.10112815,0.7708401,2.0137973;-0.080143295,0.83462834,2.058947;-0.08668456,0.66006184,2.1747046;-0.1186603,0.4402734,2.0719452;-0.16234453,0.42544046,1.8932793;-0.14247628,0.44413888,1.9251672;0.17235135,0.58825785,1.9809693;0.2549492,0.36347738,1.9638761;0.27287126,0.15450427,1.9332334;0.27622873,0.06967708,1.912686;-0.044506833,0.17639793,2.0548637;-0.08144055,-0.16997345,2.0195146;-0.05907029,-0.4043306,2.0472517;-0.062137797,-0.3444331,2.031402;0.09283919,0.17397687,2.0199525;0.124958724,-0.2089592,2.0020685;0.13526116,-0.45394713,1.9873792;0.1513987,-0.37001747,1.9995766;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1699;0.038238607,0.25425828,2.0349681;0.048298676,0.33150253,2.036221;0.092651896,0.7660613,2.014591;-0.0723916,0.8533475,2.0558941;-0.09556273,0.66287535,2.1721647;-0.13980778,0.42831832,2.0275238;-0.14126654,0.45992965,1.8481835;-0.13999026,0.45911065,1.9071622;0.18093854,0.59429157,1.9872118;0.26068014,0.36818078,1.9814813;0.29027,0.14844628,1.958932;0.29707482,0.06483177,1.9374312;-0.040135715,0.18578066,2.051621;-0.06968104,-0.17290437,2.03465;-0.04346768,-0.40950358,2.0667756;-0.053504724,-0.34434575,2.0434837;0.101161785,0.18168409,2.020688;0.13585986,-0.20542306,2.008305;0.14668056,-0.45131034,1.9963758;0.161879,-0.3703653,2.005371;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1731;0.04303442,0.26445043,2.0331008;0.05077072,0.3396359,2.0344367;0.083706036,0.76038915,2.0157812;-0.05655463,0.8741712,2.0504284;-0.11031464,0.6610554,2.164701;-0.15366866,0.4211443,2.011327;-0.12633672,0.47311583,1.8330617;-0.13571906,0.46728215,1.8934269;0.18755256,0.5986857,1.9934335;0.26549578,0.37136322,1.9983854;0.31134167,0.14785875,1.9910753;0.32705486,0.06551126,1.9735422;-0.03690579,0.19460465,2.0472422;-0.06262547,-0.17199,2.0434942;-0.0349999,-0.40904027,2.0749538;-0.049884573,-0.34255108,2.0494537;0.10846008,0.18928462,2.0207236;0.14312385,-0.20271674,2.0128548;0.1542189,-0.44921726,2.00264;0.16809581,-0.3705278,2.008786;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1767;0.045535605,0.27337605,2.0310042;0.05143968,0.34632114,2.033027;0.049512397,0.7369189,2.0225692;0.027402362,0.89475083,2.0344532;-0.12620226,0.6550506,2.1510525;-0.16792238,0.4230256,1.9745156;-0.09136665,0.4828507,1.7992293;-0.12197749,0.4694592,1.8735715;0.19415234,0.6025371,2.0019937;0.2698218,0.37301674,2.0138946;0.3241022,0.14935295,2.0122185;0.3429929,0.06776143,1.9940654;-0.0349283,0.20258006,2.0419548;-0.058570217,-0.17116725,2.0483835;-0.029669007,-0.40884763,2.0799637;-0.048603464,-0.34147304,2.0541067;0.11373064,0.19564334,2.0203614;0.14766137,-0.20079361,2.0156636;0.15914991,-0.4475837,2.0068686;0.17204422,-0.3704175,2.011108;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1799;0.046655945,0.28062657,2.0289297;0.051009938,0.35189408,2.0318866;0.032261357,0.72451043,2.026053;0.10111225,0.89594245,2.0222905;-0.13656975,0.64845794,2.1331081;-0.18689549,0.43036506,1.994497;-0.086195424,0.46634406,1.8264196;-0.10671256,0.4670068,1.8581018;0.2001199,0.6049924,2.0125568;0.27525398,0.37394246,2.0345175;0.33339646,0.15334727,2.030256;0.3560371,0.07375324,2.0125327;-0.033681687,0.20922981,2.03675;-0.056199104,-0.17005005,2.0505357;-0.027962472,-0.4088823,2.0817835;-0.049392376,-0.3400919,2.0575032;0.117413715,0.20095462,2.0197113;0.15064198,-0.19945017,2.0174162;0.16242181,-0.44638264,2.009674;0.1721703,-0.36991575,2.0111895;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1832;0.047378827,0.28574184,2.0271022;0.05070395,0.3563824,2.0305898;0.03083697,0.7218071,2.0251884;0.12174338,0.9026955,2.0188744;-0.13880013,0.6456881,2.1124158;-0.19585033,0.43175796,2.0025246;-0.0758014,0.45713818,1.8365201;-0.08614463,0.45970196,1.8450576;0.20592792,0.60642934,2.0248358;0.28054768,0.37466502,2.0597155;0.33975428,0.15895349,2.0462222;0.36362714,0.08079269,2.026057;-0.032852087,0.21442486,2.031545;-0.05519707,-0.16862443,2.048843;-0.037378572,-0.4096805,2.066131;-0.048193157,-0.33903933,2.0594683;0.11980384,0.20465273,2.019237;0.15258999,-0.19826768,2.0184538;0.16467506,-0.44552433,2.0112288;0.16804595,-0.3679025,2.0078807;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1868;0.047915913,0.28900802,2.025704;0.050432272,0.35935956,2.0295866;0.033180773,0.7214442,2.023484;0.13503444,0.90722674,2.0160742;-0.13706848,0.6423681,2.0939937;-0.19749999,0.43279693,2.0155892;-0.06951088,0.4448977,1.8489815;-0.050741818,0.4446126,1.834658;0.21062548,0.6076996,2.036789;0.28347725,0.37660393,2.0857854;0.34353536,0.16423716,2.0583663;0.36831173,0.08795143,2.035758;-0.031847674,0.2177321,2.0245948;-0.056574374,-0.16598924,2.0239995;-0.049716864,-0.4109474,2.022755;-0.054868884,-0.3365131,2.0210013;0.121577434,0.2069748,2.0190992;0.15322736,-0.19684996,2.0180767;0.16632803,-0.44426465,2.009481;0.16254531,-0.36669642,2.0002506;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1900;0.048424788,0.2912525,2.0245326;0.05022502,0.36143133,2.0287607;0.03624534,0.7218682,2.0215771;0.14571792,0.9097687,2.01395;-0.12351353,0.6251444,2.060263;-0.1962612,0.43427703,2.0256042;-0.046232205,0.41637418,1.8558694;-0.010396883,0.4219944,1.8269391;0.21328254,0.6125567,2.0491745;0.28069896,0.3862328,2.1159124;0.3445005,0.17286226,2.0695102;0.3711993,0.10112807,2.0427961;-0.029775858,0.21976356,2.018692;-0.060472384,-0.16404013,1.9884188;-0.056187794,-0.41203004,1.9827951;-0.055429056,-0.33732232,1.988344;0.12289803,0.20879689,2.0190501;0.15254298,-0.19552022,2.0150487;0.16577196,-0.443173,2.0019605;0.15112735,-0.36043224,1.9821467;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1935;0.048789322,0.29264522,2.0234346;0.049952194,0.36275262,2.0279205;0.03756412,0.71979046,2.0190241;0.15433282,0.9049864,2.0140414;-0.11651598,0.61403733,2.0424306;-0.19462778,0.43516397,2.0323424;-0.030066349,0.3959512,1.8590114;0.015660694,0.40231097,1.8246981;0.21780178,0.6127833,2.0659986;0.27811384,0.38674617,2.1390247;0.3424009,0.18877116,2.080593;0.37277585,0.12674345,2.0462637;-0.02782441,0.22039746,2.0139196;-0.06697599,-0.16366997,1.9494517;-0.064794526,-0.41315302,1.9494482;-0.06262854,-0.33738455,1.943929;0.12386714,0.2100546,2.0190415;0.15044037,-0.1945135,2.0085223;0.16344588,-0.44261235,1.9901882;0.14279503,-0.35461676,1.9668232;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1966;0.04900979,0.2928776,2.0221045;0.04941535,0.3629781,2.0266767;0.038198676,0.71669847,2.016005;0.16109075,0.8916285,2.0137348;-0.11217887,0.6069891,2.030636;-0.19308636,0.43465334,2.0347521;-0.021669434,0.38404343,1.8616524;0.036456287,0.38138065,1.8256143;0.22016948,0.6106125,2.079476;0.27118632,0.38738304,2.1596942;0.33617508,0.21175037,2.0905566;0.37357196,0.16413218,2.045941;-0.025914945,0.21970253,2.009894;-0.07226853,-0.16335583,1.9231952;-0.074286945,-0.4141054,1.9112525;-0.06998473,-0.33884355,1.910191;0.124538235,0.2109013,2.0190997;0.1481737,-0.19386022,2.0011368;0.16068739,-0.44246843,1.97998;0.13833718,-0.3513187,1.9561048;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1998;0.04902278,0.29213294,2.0205696;0.04851005,0.3621559,2.0249264;0.037957307,0.7134381,2.0128744;0.16580142,0.86039513,2.0124097;-0.10942762,0.6018925,2.0211473;-0.18941438,0.43008637,2.0296943;-0.014810098,0.36793357,1.8669953;0.04903435,0.3698458,1.8267484;0.22084664,0.60849994,2.0910742;0.25910133,0.3904437,2.1791186;0.3288985,0.23338994,2.0963895;0.37494576,0.20328507,2.0426984;-0.023922104,0.21751355,2.005099;-0.07934997,-0.16246693,1.9020447;-0.077638015,-0.41409397,1.894831;-0.076307476,-0.33803776,1.8913732;0.12478859,0.21111634,2.0194745;0.1464755,-0.19343418,1.9957474;0.15830812,-0.44250476,1.9725133;0.13587385,-0.3495598,1.9503386;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2032;0.048661895,0.2910658,2.0188906;0.047012635,0.36093873,2.022641;0.036041807,0.7110042,2.009475;0.16950065,0.84089607,2.013262;-0.10734566,0.59849757,2.0116417;-0.186876,0.4255166,2.0130668;-0.018937847,0.35694236,1.8723118;0.0549027,0.36357585,1.8273251;0.21813765,0.6093373,2.099692;0.24745904,0.39295965,2.1903017;0.32440588,0.2494464,2.0972517;0.3769263,0.22878917,2.0382702;-0.021940745,0.21498343,1.9974947;-0.08394843,-0.16159438,1.8901527;-0.08082754,-0.41394085,1.8830986;-0.08565968,-0.33724082,1.878148;0.12372706,0.21061915,2.0210717;0.14522544,-0.19301692,1.9923425;0.1566214,-0.44250712,1.9673935;0.13430072,-0.34849977,1.9469407;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2067;0.04600211,0.28997514,2.0148964;0.042587917,0.35982645,2.0176442;0.032144442,0.7096301,2.0053012;0.17159967,0.82858783,2.0151005;-0.1060082,0.59894603,1.9993036;-0.19074026,0.42725596,1.9908091;-0.027339006,0.35204247,1.8758773;0.05328411,0.36091447,1.8294505;0.21169768,0.6124556,2.1064434;0.22727051,0.39924845,2.1974707;0.3186235,0.27329776,2.0931656;0.3647278,0.27781034,2.0437493;-0.02183794,0.21407881,1.9876362;-0.088817425,-0.15968116,1.8821728;-0.08592762,-0.41268516,1.8743364;-0.10057739,-0.33411,1.8711325;0.11914578,0.21045601,2.022835;0.14180228,-0.18660124,1.9915135;0.15589418,-0.43988428,1.9647974;0.133978,-0.34736642,1.9471036;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2099;0.039684694,0.29059044,2.0082955;0.034540314,0.36095902,2.0103886;0.024573568,0.7126103,1.9996532;0.17305106,0.8214553,2.015605;-0.10718076,0.6030127,1.9852705;-0.20114414,0.43502164,1.960677;-0.036212854,0.35184228,1.8773236;0.046548855,0.36207673,1.8317184;0.19357763,0.6245855,2.111335;0.20502804,0.40844467,2.2009404;0.31090936,0.29608658,2.08907;0.36416024,0.2935076,2.0429885;-0.025176153,0.21590455,1.974024;-0.09506849,-0.15621041,1.8780515;-0.10473757,-0.40623683,1.8687685;-0.13316898,-0.32887644,1.8714389;0.10881164,0.21202889,2.0248265;0.13512494,-0.17404346,1.9947405;0.15518895,-0.42312744,1.9781018;0.13248533,-0.34013858,1.9702041;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2133;0.03223805,0.29138452,2.001411;0.026182562,0.36232805,2.0034814;0.017096112,0.71668,1.9943306;0.17271286,0.81767243,2.0163817;-0.113087334,0.6103163,1.9691014;-0.21283777,0.44185138,1.9316893;-0.06186018,0.3494366,1.8589351;0.011413855,0.34041345,1.8263077;0.18002667,0.6331197,2.1147735;0.18836899,0.4165919,2.2008705;0.304239,0.31043503,2.0866315;0.36316204,0.30632576,2.0414844;-0.028973823,0.21739541,1.9649155;-0.102111146,-0.15150517,1.8784522;-0.1311429,-0.39758876,1.873349;-0.14385585,-0.3245952,1.8701459;0.09802054,0.21407834,2.0245585;0.122691125,-0.14357348,2.0055454;0.15093361,-0.39254043,1.9963126;0.11841334,-0.3235589,1.9922419;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2167;0.022386296,0.28977787,1.9935884;0.015652187,0.36196643,1.9957588;0.0026475512,0.724536,1.9855922;0.16797362,0.81593686,2.019187;-0.1207557,0.61629695,1.9523965;-0.22226985,0.44563296,1.9082428;-0.07239133,0.34691256,1.8518442;-0.006765345,0.3271187,1.8260647;0.15812401,0.6394195,2.1149054;0.17409416,0.42211223,2.1994839;0.29753563,0.32067853,2.0845604;0.36165813,0.3155357,2.04042;-0.033824693,0.21754958,1.9577274;-0.11056153,-0.1467756,1.8827627;-0.16261208,-0.38905707,1.8883263;-0.14912389,-0.32304537,1.8686839;0.0864393,0.21497333,2.0223198;0.11777779,-0.13505027,2.010949;0.14815593,-0.38344237,2.0070426;0.11343538,-0.3184639,2.0047793;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2198;0.003914043,0.2775917,1.9811236;-0.0020258545,0.3541459,1.9844551;-0.013737418,0.73075694,1.9764369;0.15848514,0.81469923,2.0208056;-0.12851569,0.6195997,1.9378003;-0.22968939,0.4456617,1.8833438;-0.08040221,0.3417508,1.8446076;-0.020318411,0.31410185,1.825909;0.13868703,0.6450301,2.11345;0.13468254,0.45589215,2.2028627;0.26294473,0.34624794,2.094422;0.33327073,0.34007066,2.0501761;-0.04563591,0.21134548,1.9492322;-0.12016623,-0.1448219,1.8907937;-0.17651887,-0.3875844,1.8975104;-0.15300202,-0.3225496,1.8700529;0.067605585,0.20909807,2.013856;0.114319235,-0.13151793,2.0156248;0.14567019,-0.38046676,2.0150604;0.11210865,-0.3162574,2.0112786;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2233;-0.010928769,0.266741,1.9718634;-0.020257832,0.34445372,1.9734508;-0.05508717,0.73545444,1.9567766;0.12268656,0.79818875,2.0275807;-0.15378296,0.6130562,1.9091169;-0.23667312,0.44223943,1.861116;-0.08832784,0.33403534,1.8355342;-0.031564612,0.30229825,1.824585;0.10733207,0.6491911,2.1022277;0.10821815,0.47739416,2.2036612;0.24195771,0.35901713,2.098435;0.30363187,0.35702932,2.0573995;-0.058132246,0.20312946,1.9427468;-0.1274396,-0.14482668,1.8976718;-0.1846329,-0.38807717,1.904772;-0.15559132,-0.3234044,1.8735942;0.05255766,0.20242326,2.005255;0.10499572,-0.16255297,2.0269084;0.14776224,-0.39539966,2.0225477;0.1188137,-0.3382539,2.0199203;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2268;-0.021385431,0.25908038,1.9659767;-0.03197288,0.33798435,1.9665283;-0.07287523,0.73698086,1.9478424;0.10437186,0.7917134,2.032494;-0.16697524,0.6085069,1.8950099;-0.24333112,0.43776596,1.8434398;-0.09355895,0.32987627,1.8259546;-0.03832152,0.2961182,1.822253;0.09575045,0.65084594,2.098294;0.08541175,0.48994705,2.1975322;0.21795672,0.3676304,2.0990102;0.27066723,0.36686972,2.0622284;-0.069102384,0.19532189,1.938779;-0.13282935,-0.1460638,1.9033184;-0.18886636,-0.39018744,1.9109739;-0.15726176,-0.32540292,1.878183;0.041512318,0.19679007,1.9984989;0.09851184,-0.18011451,2.0299637;0.14778338,-0.4083228,2.0258503;0.117639355,-0.34699553,2.021283;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2299;-0.0330445,0.25277573,1.9611595;-0.043495424,0.33258426,1.9607877;-0.08307801,0.73690146,1.9422754;0.09144909,0.7897439,2.0352695;-0.17449602,0.6101573,1.8859181;-0.24994963,0.4350083,1.8313967;-0.09797495,0.32862237,1.8195235;-0.061830267,0.33111906,1.7983726;0.08703219,0.6509413,2.0941823;0.074758545,0.4955834,2.195315;0.20562436,0.37223712,2.0942338;0.25162128,0.37507856,2.055557;-0.080993995,0.18948501,1.9360362;-0.13925831,-0.14923297,1.9082493;-0.19063206,-0.39439642,1.9159473;-0.15851347,-0.32898346,1.8831166;0.02625968,0.1911761,1.991004;0.089789,-0.19188322,2.0262115;0.13448288,-0.42681783,2.0103722;0.10681075,-0.3545881,2.0077045;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2331;-0.04375895,0.24773628,1.9580507;-0.05428975,0.32810172,1.9564259;-0.09302912,0.7353639,1.9360603;0.078193635,0.7869176,2.0369961;-0.18034825,0.6144488,1.879063;-0.25700888,0.4328842,1.822591;-0.10276752,0.3284114,1.8144823;-0.073046684,0.34666777,1.7861702;0.04761403,0.6613635,2.0776412;0.049046945,0.505277,2.1870172;0.15623017,0.37960628,2.0843682;0.20450038,0.38010892,2.053227;-0.08904337,0.18612434,1.9346665;-0.14628614,-0.15309756,1.911311;-0.19311461,-0.39656824,1.9184712;-0.16130017,-0.3328701,1.8855692;0.0098545225,0.18791679,1.9855198;0.07558429,-0.223227,2.0040183;0.12545013,-0.45653254,1.9887478;0.0980337,-0.37376413,1.9804358;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2366;-0.05889192,0.23980245,1.9559498;-0.07008758,0.32077432,1.9520683;-0.11570479,0.7292255,1.9214845;0.049597926,0.7813266,2.0307198;-0.18487185,0.61942637,1.8741921;-0.26590985,0.4304069,1.8160077;-0.11036148,0.32746777,1.8099338;-0.08035607,0.35353726,1.7789776;0.029330933,0.6645061,2.0694995;0.027752105,0.5100039,2.1783845;0.12901466,0.38286567,2.0753155;0.17787994,0.38387537,2.0456347;-0.09765895,0.18281531,1.9339468;-0.1552752,-0.15712142,1.9113507;-0.195035,-0.40014768,1.9196334;-0.16367061,-0.33613706,1.8867612;-0.008319627,0.18357432,1.9827415;0.06713141,-0.23673666,1.9854847;0.10833964,-0.4786582,1.9312471;0.08628616,-0.38312206,1.9420434;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2399;-0.07126442,0.2324903,1.9548442;-0.081568934,0.31477287,1.9493257;-0.12559858,0.72659904,1.9150922;0.03633798,0.7813917,2.0177495;-0.20086862,0.6060257,1.8667383;-0.27688655,0.42467272,1.8122916;-0.118428804,0.32524472,1.8073318;-0.08629055,0.35740024,1.7743477;0.018029308,0.66618705,2.0643072;0.014613057,0.5122312,2.1726503;0.10850099,0.3860839,2.0633738;0.1510404,0.39343166,2.026669;-0.11245105,0.17522274,1.9338813;-0.16445865,-0.16475199,1.9088746;-0.19684921,-0.40448818,1.9201177;-0.169141,-0.34058964,1.8865263;-0.020621091,0.17873324,1.9815197;0.059890915,-0.24733979,1.9596127;0.09761691,-0.49177966,1.8961365;0.07379628,-0.39242318,1.9116082;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2431;-0.07977401,0.22637548,1.954776;-0.08923622,0.30956388,1.9480796;-0.1312699,0.7239623,1.9114653;0.029094737,0.7839439,2.0077715;-0.21881703,0.5790012,1.8623786;-0.29236725,0.4116519,1.8123947;-0.15276244,0.2923681,1.8090681;-0.11439741,0.28432074,1.795624;0.010830147,0.6667162,2.0610616;0.006335672,0.5124423,2.1689415;0.09252649,0.3932673,2.041794;0.13514344,0.4042646,2.003814;-0.1279378,0.164466,1.9357015;-0.17022076,-0.17054646,1.906422;-0.19914727,-0.40956056,1.9184272;-0.17157887,-0.34309292,1.8831735;-0.0282295,0.17316747,1.9813597;0.05243081,-0.25031966,1.9333371;0.08741273,-0.4975428,1.8659523;0.06384247,-0.39580318,1.8873047;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2468;-0.0855404,0.2226515,1.954822;-0.09446224,0.3061829,1.9473344;-0.13482684,0.7208899,1.909124;0.024584126,0.78831387,1.9976565;-0.22975743,0.5632223,1.8612081;-0.30644616,0.39955348,1.8178974;-0.18401541,0.26256755,1.8149489;-0.14088711,0.22823519,1.8131607;0.0056962445,0.66621345,2.0585535;0.03724857,0.44052154,2.076303;0.15071808,0.41906253,1.9680183;0.19050813,0.43820694,1.9279486;-0.13709803,0.15888903,1.9370345;-0.17420392,-0.17547895,1.9037906;-0.2016215,-0.4150085,1.9150661;-0.17543203,-0.34562048,1.8790566;-0.03300514,0.16947508,1.9812796;0.03253103,-0.22612998,1.9065002;0.08107624,-0.48911002,1.8528497;0.037871428,-0.37691104,1.8625898;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2500;-0.09030496,0.2202231,1.9548585;-0.09929395,0.3036915,1.9467729;-0.14100043,0.71613973,1.9067742;0.017343897,0.7894404,1.9860609;-0.23729146,0.55510265,1.861213;-0.3205575,0.39140424,1.8295329;-0.22140653,0.23554726,1.8249387;-0.17518105,0.18648666,1.8268701;5.7428377E-4,0.66469127,2.0564957;0.042297725,0.42097163,2.0380287;0.17515449,0.4617899,1.9039557;0.21444769,0.4837311,1.86314;-0.14322923,0.15565819,1.9377934;-0.17754562,-0.17957883,1.9012616;-0.20459189,-0.42030594,1.9106219;-0.18169796,-0.34631982,1.8759156;-0.03645554,0.16708992,1.98113;0.020941965,-0.2128489,1.8951956;0.07289209,-0.47916913,1.8445928;0.021575145,-0.36587423,1.8525355;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2531;-0.09639552,0.21909747,1.9543635;-0.10582617,0.30227354,1.945769;-0.14899547,0.71264994,1.904916;0.011120792,0.7877337,1.9783747;-0.25036484,0.55317676,1.8654705;-0.34094566,0.39049682,1.8530366;-0.23701659,0.2315614,1.8254707;-0.18891366,0.17387457,1.8284986;-0.0059561357,0.65847635,2.051435;0.046708956,0.4111741,2.0180724;0.1756916,0.49828622,1.8646201;0.13375603,0.4909634,1.9104216;-0.1506853,0.15401837,1.9377878;-0.18453206,-0.18085818,1.898617;-0.20606877,-0.42292157,1.9078002;-0.19350512,-0.34660995,1.8759037;-0.03923888,0.16555467,1.9807365;0.010854447,-0.2039605,1.8905488;0.036120504,-0.46340054,1.8484776;0.007720463,-0.35721698,1.8509653;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2568;-0.11252343,0.23667666,1.950641;-0.11898608,0.3126218,1.942891;-0.1557499,0.71107984,1.9038041;0.0062028086,0.78751844,1.9738728;-0.27729723,0.5706607,1.8783523;-0.3582682,0.39687255,1.8751985;-0.25106457,0.24479693,1.8249505;-0.20271839,0.17816758,1.8247278;-0.0135617275,0.6621666,2.0407853;0.04545066,0.43951184,2.0308452;0.14925644,0.50339556,1.8592094;0.12254032,0.5155836,1.8850713;-0.1640598,0.16424213,1.9358985;-0.19324005,-0.18033263,1.8976496;-0.20752068,-0.42448828,1.906361;-0.20514421,-0.34736502,1.880225;-0.046059713,0.17422616,1.97724;-0.002219547,-0.19472407,1.8925321;-0.02020338,-0.44503057,1.8752446;-0.017021371,-0.3509639,1.8618723;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2600;-0.12134619,0.2471765,1.9480165;-0.12700565,0.3206012,1.940761;-0.15936199,0.7108478,1.9037248;7.7411137E-4,0.79336447,1.9710606;-0.29214823,0.58378845,1.8878107;-0.3707695,0.40529457,1.8939719;-0.26025966,0.26772425,1.8252735;-0.21414733,0.19886187,1.8177867;-0.00803366,0.6396204,2.0394804;0.053048786,0.43797025,2.0286722;0.13757825,0.5180708,1.8523493;0.1132366,0.5236496,1.8804016;-0.1764955,0.17476584,1.9326224;-0.20438118,-0.17811295,1.8984705;-0.20891269,-0.4253683,1.9057194;-0.2172094,-0.3473854,1.8866359;-0.050864168,0.18113846,1.9740168;-0.030465595,-0.17328253,1.9077562;-0.053519808,-0.4263041,1.8985144;-0.031977486,-0.3484466,1.8701539;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
