Time;SPINE_BASE;SPINE_MID;NECK;HEAD;SHOULDER_LEFT;ELBOW_LEFT;WRIST_LEFT;HAND_LEFT;SHOULDER_RIGHT;ELBOW_RIGHT;WRIST_RIGHT;HAND_RIGHT;HIP_LEFT;KNEE_LEFT;ANKLE_LEFT;FOOT_LEFT;HIP_RIGHT;KNEE_RIGHT;ANKLE_RIGHT;FOOT_RIGHT;SPINE_SHOULDER;HAND_TIP_LEFT;THUMB_LEFT;HAND_TIP_RIGHT;THUMB_RIGHT
2632;-0.12708904,0.2556597,1.945728;-0.1321975,0.32788226,1.9390155;-0.16139248,0.71163106,1.9046929;-0.002767884,0.8011029,1.9706968;-0.30199385,0.5959825,1.8979918;-0.38001543,0.41585007,1.9118408;-0.26843882,0.2870578,1.8283402;-0.22504465,0.22156739,1.8132997;-0.0021297075,0.627308,2.0375125;0.06539295,0.4439788,2.0294194;0.13564564,0.5242974,1.8403597;0.12636349,0.53297305,1.8418218;-0.18692952,0.18377228,1.9297957;-0.21282397,-0.17490642,1.8997968;-0.2132371,-0.4239182,1.9064666;-0.22523135,-0.3462049,1.8906392;-0.053756554,0.18715571,1.970647;-0.050020702,-0.17020917,1.9224203;-0.09098829,-0.41818732,1.9332396;-0.07567743,-0.34798244,1.9192345;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2667;-0.13071087,0.26396346,1.9434029;-0.13496478,0.33573472,1.9374254;-0.15481335,0.71718633,1.9111108;-0.0037475864,0.81642693,1.9666443;-0.3086021,0.60457665,1.9077674;-0.38430342,0.42361075,1.9268782;-0.3016292,0.2799417,1.8585447;-0.26544324,0.21963131,1.8367729;0.0028162783,0.633634,2.011052;0.08413984,0.45864978,2.0186226;0.14942193,0.49765345,1.8267875;0.15516756,0.5290913,1.7890445;-0.19401047,0.1912193,1.927803;-0.21853237,-0.17247005,1.9008087;-0.21852773,-0.42190945,1.9071821;-0.23137227,-0.345323,1.8925593;-0.05593348,0.19597647,1.964742;-0.06320953,-0.17319818,1.9369854;-0.11395231,-0.41620025,1.9602321;-0.10501991,-0.35212898,1.9541451;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2699;-0.13276736,0.26906684,1.9418218;-0.13632886,0.3408842,1.9363483;-0.14828305,0.72169644,1.9166837;-0.0037822665,0.82816786,1.9652838;-0.31219503,0.60948557,1.9159497;-0.3849394,0.42909425,1.9417238;-0.31639314,0.27877223,1.8680066;-0.284592,0.2209673,1.8425705;0.0048808297,0.6342175,1.9972844;0.111354336,0.46652535,1.9932112;0.17501692,0.46313816,1.8047718;0.19057815,0.5050907,1.7356958;-0.19824651,0.19564988,1.9265532;-0.22233923,-0.17047514,1.901513;-0.22253777,-0.42058906,1.9069227;-0.23615481,-0.3444457,1.8925292;-0.05722725,0.20170571,1.9599792;-0.07310128,-0.1792786,1.9502174;-0.13138244,-0.41683814,1.9798172;-0.11796713,-0.35571688,1.9694359;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2731;-0.13399258,0.27246863,1.9405699;-0.1369333,0.3444004,1.9355248;-0.14330944,0.72428787,1.9206833;-0.004506591,0.83844525,1.9641026;-0.313966,0.6119208,1.9246289;-0.3831237,0.4318779,1.9554505;-0.3232479,0.27954787,1.8724418;-0.2938473,0.22285624,1.8450323;0.0062901606,0.63284206,1.986835;0.122087985,0.46980545,1.9828885;0.19507812,0.4315876,1.7825851;0.217916,0.47042558,1.6944133;-0.20107356,0.19846639,1.9256971;-0.22553366,-0.16804558,1.902026;-0.22633958,-0.41883522,1.906359;-0.24013914,-0.34296757,1.891476;-0.057837535,0.20559938,1.9554724;-0.079031706,-0.18368843,1.9576511;-0.14134806,-0.41775668,1.9915367;-0.12624845,-0.3585425,1.977478;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2766;-0.13470918,0.2748667,1.9393464;-0.13708435,0.34688535,1.9348063;-0.13867511,0.7255556,1.9237814;-0.007781381,0.8503694,1.9627948;-0.31421682,0.6131015,1.9327389;-0.37941396,0.42706913,1.9669989;-0.28347835,0.30340344,1.8530533;-0.23692939,0.28977868,1.8193567;0.007073375,0.63142306,1.9784013;0.12938194,0.47183648,1.9715713;0.20380306,0.40753424,1.7622308;0.22787735,0.43769616,1.6702553;-0.20308334,0.20042667,1.9250759;-0.22808054,-0.16563472,1.9024491;-0.23067479,-0.41590747,1.9056152;-0.24306661,-0.34145465,1.8902459;-0.05865656,0.20837568,1.9496499;-0.08245879,-0.18668759,1.9616113;-0.1476002,-0.41878223,1.9986943;-0.12698342,-0.3630521,1.9800899;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2798;-0.13487008,0.2767079,1.9379072;-0.13671061,0.34889233,1.9340254;-0.13439924,0.726612,1.9260763;-0.019604282,0.8689261,1.9568535;-0.3133685,0.6138376,1.9396154;-0.3693472,0.44297475,1.9919609;-0.23715834,0.32509658,1.8383905;-0.15901968,0.3288998,1.7841917;0.007810754,0.63100654,1.9714252;0.13228063,0.47296965,1.9625034;0.19953461,0.38629964,1.7457378;0.21693592,0.40013212,1.6588942;-0.20447467,0.2019305,1.9245646;-0.22983485,-0.16393174,1.9028289;-0.2341085,-0.41370907,1.9057269;-0.2452422,-0.3403759,1.8900219;-0.059250217,0.21040235,1.9436431;-0.08325917,-0.18988444,1.9583106;-0.12595224,-0.43106768,1.9732883;-0.111793555,-0.3637721,1.9552222;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2830;-0.13462736,0.27806875,1.9363619;-0.13599922,0.3504703,1.9332409;-0.13112743,0.72734886,1.9275465;-0.03530776,0.8857074,1.9493165;-0.3119484,0.6145618,1.945565;-0.35751894,0.42470405,1.9908978;-0.19608179,0.3258782,1.8119975;-0.12880503,0.34446713,1.7688167;0.008171957,0.6315499,1.9652343;0.13130881,0.47405812,1.9563289;0.16483338,0.35412908,1.7395704;0.18744467,0.3623646,1.6597954;-0.20531514,0.20311016,1.9241343;-0.23113105,-0.16275346,1.9032248;-0.23671702,-0.41203484,1.9069465;-0.24687082,-0.3396956,1.8900855;-0.059691273,0.2118096,1.9384537;-0.07084869,-0.1874681,1.9237351;-0.103303775,-0.4345872,1.9312906;-0.084135644,-0.35131875,1.90156;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2867;-0.13397935,0.2789742,1.9346656;-0.13495499,0.35163018,1.9324034;-0.12848194,0.7277446,1.9283782;-0.05330283,0.899024,1.94226;-0.3101009,0.615174,1.950421;-0.35160685,0.4146268,1.9889983;-0.18460025,0.3258472,1.8004583;-0.11548649,0.35309082,1.760839;0.008380233,0.6323367,1.9600859;0.12543747,0.4728096,1.9513005;0.12883158,0.33769304,1.7202485;0.1417955,0.32826233,1.6625887;-0.20557104,0.20404,1.9237399;-0.23335011,-0.16732775,1.9049088;-0.23818135,-0.4142088,1.9088024;-0.24806179,-0.34186968,1.8914777;-0.059918433,0.21263795,1.9340426;-0.05517307,-0.18555017,1.8852667;-0.07859387,-0.43676367,1.8556937;-0.05970119,-0.3401593,1.8432;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2898;-0.13289283,0.27913132,1.9323077;-0.13362566,0.35212132,1.9311783;-0.12632439,0.7273391,1.9283794;-0.07697988,0.90798444,1.9343446;-0.30771723,0.6155378,1.9546006;-0.34809747,0.4099929,1.9896504;-0.20248502,0.32315323,1.792836;-0.23037055,0.30185574,1.7537366;0.009244032,0.6321489,1.9555864;0.116918996,0.46981716,1.949016;0.0764468,0.3286366,1.7148721;0.07488217,0.30877167,1.6681889;-0.20535597,0.2046246,1.9233123;-0.2351677,-0.17238331,1.9060023;-0.23866725,-0.41728204,1.9105408;-0.24882275,-0.3436379,1.8922976;-0.05981265,0.21227683,1.9288636;-0.03925548,-0.18473013,1.842518;-0.041895535,-0.4388661,1.8052015;-0.04309171,-0.33677858,1.8055772;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2930;-0.13132578,0.27770174,1.9284618;-0.13189699,0.3513987,1.9290786;-0.12453273,0.726133,1.927515;-0.08440942,0.9121946,1.9320539;-0.3046395,0.6153448,1.9587615;-0.3450271,0.4061219,1.9904993;-0.22494335,0.3151204,1.7926493;-0.2419545,0.3054241,1.7392105;0.026440552,0.60282063,1.9455097;0.10413203,0.43690747,1.9443492;0.0538513,0.31365606,1.7439114;0.030374639,0.30311915,1.6817782;-0.20478217,0.20439021,1.9225421;-0.23617151,-0.17576028,1.9061724;-0.23816648,-0.42002916,1.9112567;-0.24910751,-0.34466004,1.8917247;-0.058528878,0.20768765,1.9200889;-0.027042557,-0.180725,1.812411;-0.01371679,-0.435953,1.765912;-0.026592024,-0.33209878,1.7576964;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2968;-0.12928858,0.27404967,1.9230926;-0.12965636,0.34877092,1.9258071;-0.12304001,0.72382015,1.9254593;-0.09383478,0.9134636,1.9283365;-0.29989174,0.61437625,1.9631827;-0.32432464,0.42182434,2.0356305;-0.2520914,0.31765053,1.8162773;-0.2971854,0.29556206,1.7665352;0.033854093,0.5891939,1.9404787;0.09803301,0.42150125,1.941821;0.008009609,0.30137256,1.7370403;-0.011995476,0.31062046,1.6869816;-0.20339705,0.20252803,1.9209992;-0.23630421,-0.179591,1.9054693;-0.2373186,-0.4232041,1.9116974;-0.24882326,-0.3453466,1.8896978;-0.057120014,0.20209068,1.9119117;-0.019589007,-0.17753904,1.7941517;0.0050586434,-0.43291038,1.7434916;-0.014600605,-0.3269779,1.7294409;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2999;-0.1263853,0.26961324,1.9176999;-0.12605025,0.34475365,1.92178;-0.12013435,0.7195331,1.921138;-0.113322966,0.9102534,1.9277458;-0.29271275,0.6134091,1.9683794;-0.3103277,0.4345644,2.0636182;-0.2857094,0.3061185,1.8414102;-0.3069155,0.29757488,1.781143;0.035150286,0.5877237,1.9287751;0.09438011,0.41316572,1.9362823;-0.0026988504,0.31256706,1.7392833;-0.04083558,0.32873905,1.6849824;-0.1999641,0.19925168,1.919192;-0.2358104,-0.18319957,1.9045484;-0.236395,-0.42639467,1.9120631;-0.24848045,-0.34582147,1.8877618;-0.05568868,0.19772,1.9053702;-0.013241035,-0.17426878,1.7811637;0.017393548,-0.4301005,1.7284958;-0.008195029,-0.32407263,1.7152332;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3034;-0.12384057,0.26670972,1.9136161;-0.12250744,0.34180513,1.9182434;-0.11507004,0.71489775,1.9150535;-0.1357769,0.90355694,1.928677;-0.26700017,0.63916445,1.9777293;-0.29414007,0.44654694,2.0864606;-0.3011481,0.3042916,1.8609345;-0.3209536,0.31869406,1.8069824;0.03607462,0.588857,1.9179204;0.097871356,0.4086878,1.9258121;-0.023918334,0.34840178,1.7092514;-0.05671544,0.36013773,1.6746317;-0.19654211,0.19711773,1.9176489;-0.23469363,-0.18482597,1.9038554;-0.23587124,-0.42794606,1.912509;-0.2481806,-0.34734765,1.8875247;-0.05456227,0.19512087,1.9008462;-0.008017881,-0.17108873,1.772839;0.026848575,-0.42701104,1.719802;-0.0029256078,-0.32120034,1.7067927;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3068;-0.12005807,0.2649265,1.90938;-0.11740745,0.33969748,1.9140177;-0.10893385,0.7106241,1.9082367;-0.15554865,0.8951252,1.9325452;-0.2556199,0.6490941,1.9819756;-0.27677655,0.45517898,2.1035223;-0.3084629,0.30600432,1.8765918;-0.32716882,0.3060019,1.8282337;0.04379592,0.593199,1.8965403;0.109287314,0.40746456,1.8661133;-0.02848565,0.3847154,1.6776755;-0.055816695,0.3918072,1.6579843;-0.19206189,0.19570404,1.9160632;-0.23166296,-0.18681003,1.9040494;-0.2343926,-0.42999998,1.9142448;-0.24758898,-0.34957042,1.888829;-0.05202089,0.19360551,1.8958788;-0.0024692183,-0.1668544,1.7686629;0.03631461,-0.4217814,1.7189715;0.0027073338,-0.31748828,1.7067182;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3098;-0.114004925,0.2628616,1.9041253;-0.109556526,0.33723733,1.9080693;-0.09871742,0.7070058,1.898586;-0.17701621,0.8801405,1.9434075;-0.23079656,0.66144407,1.9787514;-0.2620822,0.4647649,2.1103256;-0.3093823,0.30606568,1.8911338;-0.3301878,0.30302575,1.8402946;0.06002969,0.598203,1.8698736;0.12424621,0.4093303,1.8110518;-0.015912008,0.4200701,1.640918;-0.040549543,0.42476925,1.6290497;-0.18581778,0.19449303,1.913526;-0.22469227,-0.1893718,1.9068934;-0.22645898,-0.43293387,1.9236032;-0.25301644,-0.37154475,1.9141196;-0.04758989,0.19199274,1.8905823;0.006062471,-0.16223225,1.7705135;0.05228979,-0.4139483,1.7347375;0.032120906,-0.32131523,1.7370781;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3150;-0.10393113,0.2603838,1.8968576;-0.09769636,0.33459932,1.8996872;-0.08713462,0.70506567,1.8885335;-0.19199306,0.86483985,1.9537698;-0.21984993,0.66400284,1.9905981;-0.23305535,0.46745175,2.115655;-0.2912829,0.31297848,1.927292;-0.31435165,0.30357587,1.8746307;0.06841572,0.6035649,1.8511974;0.14272596,0.4141932,1.751985;0.0023334986,0.43946457,1.6076324;-0.0220426,0.44640523,1.5934507;-0.17710832,0.19321664,1.9074205;-0.20733106,-0.18805638,1.9146519;-0.22397938,-0.4337723,1.9273717;-0.25839514,-0.37714106,1.9263694;-0.034983218,0.18982552,1.8841004;0.026550619,-0.17453769,1.78868;0.084492534,-0.41953328,1.779956;0.056404952,-0.33375904,1.7683947;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3171;-0.07859584,0.23865423,1.8833802;-0.075987525,0.3198228,1.8872744;-0.07642002,0.7045426,1.8801464;-0.19864966,0.8566471,1.9583869;-0.17898698,0.6771767,1.9680847;-0.16406429,0.49103218,2.0114248;-0.27935573,0.3171088,1.9460593;-0.3036411,0.30462742,1.8918617;0.08195428,0.60817647,1.8261802;0.15987507,0.41445985,1.7050146;0.017712189,0.44992206,1.5615364;-0.0065795165,0.45685995,1.5492102;-0.15058322,0.17934178,1.8926018;-0.1935748,-0.18736476,1.9205796;-0.22181764,-0.43444347,1.9299408;-0.20250762,-0.37328628,1.9444282;-0.016363136,0.17715608,1.8766153;0.046062093,-0.18951228,1.8092803;0.13887729,-0.41977394,1.835371;0.08633976,-0.35126293,1.8031868;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3201;-0.06794015,0.23016182,1.8780144;-0.065094784,0.31262693,1.8812389;-0.0631301,0.70021826,1.8708246;-0.018975168,0.84016603,1.9174002;-0.15361203,0.683987,1.9534355;-0.1183026,0.5056738,1.9393332;-0.24808624,0.32295075,1.9781051;-0.28022897,0.30853876,1.919991;0.09236803,0.608314,1.8080279;0.17447716,0.41011885,1.6689954;0.027566027,0.44878313,1.5275869;0.0043767435,0.45206147,1.5048393;-0.13800201,0.17409906,1.8872064;-0.17320171,-0.17937456,1.9246196;-0.21939553,-0.43257734,1.9317853;-0.1679299,-0.3657439,1.9488149;-0.006689486,0.17058009,1.8724684;0.06722251,-0.2025741,1.8306655;0.15796512,-0.42505434,1.8551534;0.10118085,-0.3617573,1.8228022;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3238;-0.0511509,0.22116014,1.8729632;-0.04826217,0.30304268,1.8748052;-0.05320797,0.69568413,1.8643261;0.05852501,0.8271135,1.8879746;-0.14237697,0.6868234,1.9481938;-0.14799032,0.463339,1.9753727;-0.23693876,0.3066708,1.9914397;-0.26957265,0.28754625,1.937328;0.101112776,0.6051709,1.7932616;0.18267007,0.40399492,1.6431557;0.040920965,0.42653227,1.492668;0.012176715,0.43867657,1.4723909;-0.10749638,0.16472581,1.8791451;-0.15983175,-0.17399713,1.9266521;-0.21702461,-0.42988268,1.9321147;-0.15172428,-0.36421114,1.95128;0.008414184,0.16261274,1.8685374;0.08185251,-0.20895955,1.8432306;0.1720364,-0.42874184,1.8695508;0.11081503,-0.36640278,1.8338702;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3268;-0.0406314,0.21708715,1.8703235;-0.03865438,0.29872516,1.8714559;-0.047695138,0.69357455,1.8608146;0.13170059,0.79504,1.8427697;-0.13483453,0.6890454,1.9448984;-0.12573951,0.4678903,1.9510437;-0.21850784,0.29053837,2.0009456;-0.2530867,0.27129382,1.95057;0.10828619,0.6019653,1.7815378;0.18724154,0.40196702,1.6298141;0.055832997,0.3994149,1.4773374;0.020646874,0.40975642,1.4484545;-0.09448978,0.16140841,1.8765453;-0.14984564,-0.17083354,1.9271431;-0.21409936,-0.42693558,1.9309427;-0.20061807,-0.4168812,1.8970098;0.02187927,0.15735197,1.8644899;0.09297608,-0.21209216,1.850433;0.1796275,-0.43192676,1.878296;0.1165809,-0.3696278,1.8413959;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3301;-0.029472,0.2139352,1.867935;-0.028874682,0.29480037,1.8687373;-0.042534087,0.6900686,1.8585964;0.15047073,0.7897594,1.8284328;-0.12932414,0.6896117,1.9423751;-0.059122127,0.45623466,1.9128133;-0.20211093,0.2942282,2.0002751;-0.23699294,0.27450266,1.9525436;0.11239527,0.6016844,1.7747971;0.19082941,0.40047014,1.6243138;0.079432935,0.36130607,1.4796389;0.029776528,0.36166316,1.4383252;-0.082188904,0.16010481,1.8742954;-0.13702819,-0.16639549,1.9244118;-0.20408584,-0.42126867,1.9248013;-0.16414492,-0.3786258,1.9040123;0.033786133,0.1527686,1.8609605;0.10238531,-0.21311162,1.8538172;0.18297824,-0.4355262,1.8827672;0.12063269,-0.37151667,1.846142;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3338;0.0014431309,0.22546774,1.865092;-0.0052644266,0.30136243,1.8661557;-0.037798565,0.6887447,1.8572668;0.15976736,0.7881911,1.8152171;-0.12510122,0.6905001,1.9406258;-0.032985598,0.45336568,1.8989899;-0.17142051,0.30088472,2.0006638;-0.21135801,0.28583807,1.9578038;0.11758492,0.6110696,1.7706425;0.20861953,0.41500047,1.6528401;0.10163304,0.32100892,1.4976516;0.051562298,0.30305442,1.4566036;-0.04270079,0.17092597,1.8762318;-0.12399257,-0.16200906,1.9189845;-0.19066237,-0.41474447,1.9140846;-0.14957756,-0.35606426,1.8881866;0.063021556,0.16819422,1.851971;0.110563576,-0.2125878,1.8536823;0.17986426,-0.44028124,1.8808916;0.1282098,-0.36822912,1.8431857;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3371;0.013873782,0.22965162,1.8638562;0.006431508,0.30434096,1.8647664;-0.028610628,0.6876961,1.8554547;0.14581485,0.8014217,1.8093263;-0.120807074,0.6904528,1.9388422;-0.016088873,0.45136848,1.8904428;-0.15103124,0.30859298,2.0008025;-0.19110096,0.296912,1.9597281;0.16065882,0.60288733,1.7670194;0.2188791,0.41914314,1.67241;0.119486146,0.27872366,1.5261688;0.06989123,0.24956056,1.4850562;-0.02940831,0.17356057,1.8763131;-0.112749666,-0.15861411,1.9107952;-0.17685223,-0.40940222,1.9016176;-0.13944873,-0.33858836,1.8753091;0.07747362,0.17091367,1.8490547;0.11943546,-0.20963046,1.8489912;0.17093857,-0.4449226,1.8706952;0.13495636,-0.36259195,1.8365223;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3402;0.023283698,0.23073249,1.862916;0.017507104,0.304493,1.8632655;-0.007621051,0.68061763,1.8501332;0.12293424,0.81685424,1.8103648;-0.111376435,0.68541896,1.9349816;-0.0010109982,0.44780624,1.88397;-0.13574997,0.31713507,2.000257;-0.17667277,0.3076623,1.9605865;0.17855665,0.60159403,1.7663733;0.23740394,0.3982872,1.6978256;0.14570251,0.24407081,1.5690246;0.092475355,0.20207432,1.5237834;-0.021240901,0.17429562,1.8762543;-0.10365089,-0.15533929,1.898243;-0.16088267,-0.40441293,1.8804013;-0.13404612,-0.3271498,1.8611795;0.08720345,0.17112355,1.8471345;0.12747902,-0.2047776,1.840596;0.15699375,-0.44775945,1.8525887;0.13935852,-0.35608268,1.8278221;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3437;0.03216776,0.22831081,1.8622048;0.028486298,0.30239883,1.8614662;0.034848765,0.69048864,1.8350211;0.18158846,0.7342497,1.7783158;-0.08252476,0.68739796,1.9228109;-0.04849506,0.46417034,1.9557074;-0.12857561,0.31867993,2.0009618;-0.1700663,0.31044576,1.9620428;0.18646851,0.60094965,1.7660325;0.24675,0.3844198,1.7138839;0.17249075,0.21041122,1.6122551;0.11984097,0.15973017,1.5656451;-0.014678827,0.17375697,1.876589;-0.096020356,-0.1532032,1.8830193;-0.14676557,-0.4015401,1.864744;-0.128164,-0.32116863,1.850039;0.093646236,0.1698179,1.8459591;0.13319121,-0.20152484,1.8326976;0.14412926,-0.44986546,1.8314217;0.13772723,-0.35080546,1.8115778;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3472;0.038645968,0.22460724,1.8617746;0.036133777,0.29995456,1.8600742;0.052379824,0.6947852,1.8287035;0.20486945,0.7025704,1.7640971;-0.066987514,0.6884595,1.916228;-0.057263505,0.46929225,1.9789872;-0.12323495,0.31893852,2.0027983;-0.16505876,0.31034783,1.9647589;0.1906515,0.5995128,1.7676396;0.25407773,0.37150705,1.7315621;0.2025787,0.18824224,1.6556176;0.1559597,0.13098207,1.6082854;-0.010101147,0.17209497,1.8771588;-0.0868676,-0.17930703,1.8569801;-0.13418515,-0.41336265,1.852695;-0.08202771,-0.3456996,1.8462236;0.098304346,0.16510002,1.845502;0.14047003,-0.20159051,1.8241414;0.12383756,-0.45265034,1.8125536;0.13386354,-0.35012695,1.8006731;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3501;0.050640382,0.20618306,1.8602579;0.048143663,0.2889961,1.8571074;0.06124732,0.6963283,1.8255126;0.22192794,0.68217945,1.7632321;-0.036697593,0.6322439,1.9318458;-0.07149695,0.4226746,2.034922;-0.16577841,0.3225389,1.9586043;-0.20516373,0.32020316,1.9170914;0.19207421,0.5988767,1.770326;0.25857624,0.36568844,1.7441772;0.22490002,0.17628281,1.683415;0.19272797,0.11067531,1.6434052;-0.003305817,0.1612646,1.8772646;-0.08189308,-0.18962947,1.8461533;-0.11514262,-0.42600527,1.8424485;-0.057920665,-0.35322198,1.8440906;0.105033085,0.15296173,1.8451868;0.14655115,-0.20250447,1.8182696;0.11026468,-0.45425788,1.7999108;0.13167343,-0.35053563,1.7932945;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3535;0.05640159,0.19986752,1.85947;0.05449795,0.2841773,1.8554801;0.067171,0.69723785,1.8233902;0.23405814,0.6657915,1.7764435;-0.022648223,0.6262664,1.9375437;-0.075514026,0.41784114,2.0507698;-0.18783118,0.33606702,1.9300209;-0.2168441,0.331463,1.8963035;0.19432189,0.6003536,1.7737643;0.26348516,0.36476377,1.7558831;0.24869849,0.16345285,1.7057284;0.23247948,0.09215073,1.6706789;6.807458E-4,0.15657535,1.8771348;-0.07687641,-0.19447556,1.8401845;-0.09953018,-0.4336576,1.8348113;-0.045844205,-0.35651872,1.8426344;0.10941364,0.14739673,1.8449094;0.151995,-0.20369132,1.814754;0.11226445,-0.45603952,1.7993443;0.13292699,-0.35187316,1.7905208;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3568;0.06301899,0.20063655,1.8585606;0.06036028,0.28381076,1.8541849;0.069695994,0.69780684,1.8224472;0.23931633,0.6607864,1.7899996;-0.014949248,0.6249262,1.941888;-0.0770375,0.41699007,2.0603905;-0.1989183,0.37143713,1.8985559;-0.22652861,0.37432924,1.8574862;0.19569625,0.6074414,1.7809162;0.27117956,0.37411475,1.7700907;0.27520746,0.15786694,1.7252175;0.27046454,0.083586216,1.692691;0.007436499,0.15840952,1.8761255;-0.065406404,-0.19649695,1.8384751;-0.089619584,-0.43737876,1.8299699;-0.038266383,-0.35818353,1.8412431;0.11511823,0.14763646,1.8446025;0.15763232,-0.20454763,1.8134818;0.12613581,-0.4568954,1.8059932;0.138213,-0.35423517,1.7919071;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3600;0.073160864,0.2128077,1.8574693;0.06895129,0.2914595,1.8530046;0.06934078,0.6981364,1.8230447;0.24037814,0.6631125,1.8040022;-0.011780836,0.6274333,1.9453375;-0.07451764,0.44498694,2.0688977;-0.1855769,0.41046274,1.8811651;-0.19268517,0.432825,1.858371;0.19915003,0.61437535,1.7874575;0.28076637,0.38487968,1.7837698;0.3006283,0.15512475,1.7432421;0.3027816,0.08036726,1.7098509;0.015393521,0.16478486,1.874398;-0.0476682,-0.19617212,1.8421057;-0.07485578,-0.4403937,1.8282735;-0.032894984,-0.35905296,1.8401672;0.12772252,0.15913452,1.8447404;0.16928695,-0.20392795,1.8186176;0.1530621,-0.45472798,1.8217006;0.14967278,-0.3562141,1.8009092;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
3636;0.084081165,0.22805081,1.8561283;0.08171262,0.304732,1.8514042;0.08180754,0.6982921,1.8254353;0.25188887,0.6651117,1.8106405;-0.013758691,0.63442904,1.948476;-0.07351638,0.4596968,2.0700138;-0.17031576,0.4605404,1.8633535;-0.18642376,0.4749175,1.8270302;0.2032192,0.6206691,1.7934053;0.2917918,0.39637893,1.7981738;0.32634896,0.15956454,1.7599401;0.33222297,0.08511685,1.7270774;0.021960448,0.17282824,1.8721786;-0.030838735,-0.19485483,1.8481936;-0.0498419,-0.44231838,1.8336499;-0.024810456,-0.357518,1.841421;0.14300303,0.17261629,1.8451563;0.18266085,-0.20189054,1.8284574;0.17513473,-0.4515638,1.8377253;0.16091464,-0.35657665,1.8142278;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
