Time;SPINE_BASE;SPINE_MID;NECK;HEAD;SHOULDER_LEFT;ELBOW_LEFT;WRIST_LEFT;HAND_LEFT;SHOULDER_RIGHT;ELBOW_RIGHT;WRIST_RIGHT;HAND_RIGHT;HIP_LEFT;KNEE_LEFT;ANKLE_LEFT;FOOT_LEFT;HIP_RIGHT;KNEE_RIGHT;ANKLE_RIGHT;FOOT_RIGHT;SPINE_SHOULDER;HAND_TIP_LEFT;THUMB_LEFT;HAND_TIP_RIGHT;THUMB_RIGHT
1268;-0.40606114,0.25198343,2.6737309;-0.40398827,0.3149167,2.7345877;-0.4004192,0.701758,2.7450886;-0.38336858,0.8860831,2.743803;-0.56073314,0.5675671,2.7105532;-0.6126895,0.35529464,2.65471;-0.62428474,0.33870307,2.3898845;-0.6291535,0.3422183,2.3346543;-0.23932344,0.5809864,2.7055376;-0.18713458,0.3627385,2.6380236;-0.2889901,0.36403516,2.35586;-0.31918105,0.38271964,2.2942157;-0.4747641,0.18263665,2.667613;-0.417445,-0.43796176,2.6529524;-0.37199536,-0.7957179,2.6094484;-0.3618115,-0.83147985,2.527066;-0.3366094,0.18603358,2.6563833;-0.30891985,-0.40198383,2.520925;-0.30877963,-0.7817531,2.4959183;-0.2915409,-0.8325529,2.4437542;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1302;-0.40400907,0.25596794,2.6749039;-0.40321538,0.3178388,2.7355192;-0.39986068,0.7021809,2.7455041;-0.38341847,0.886191,2.743549;-0.56000555,0.5689297,2.7099926;-0.60947883,0.354905,2.6551144;-0.61232287,0.35020062,2.3802547;-0.6102869,0.35237166,2.342977;-0.24024747,0.58352566,2.7098827;-0.18546216,0.37114576,2.6560202;-0.2772169,0.38596684,2.37331;-0.2893079,0.39449826,2.3576865;-0.47050375,0.18809924,2.6658347;-0.41454574,-0.4425795,2.6485536;-0.37173352,-0.79575944,2.605881;-0.36327207,-0.8346997,2.5191092;-0.3347852,0.19078708,2.6599517;-0.30527407,-0.4023105,2.5048566;-0.29041803,-0.7556808,2.4160767;-0.2780552,-0.79475045,2.3497593;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1335;-0.40261284,0.2584722,2.675688;-0.40273097,0.31992176,2.7361948;-0.39964008,0.70244074,2.7457328;-0.38343593,0.8862937,2.7433386;-0.5590417,0.5703194,2.7091568;-0.60731304,0.35554615,2.6558208;-0.59486663,0.372535,2.3984723;-0.5915224,0.37440124,2.355884;-0.24101801,0.5859681,2.713582;-0.18256956,0.37319085,2.671843;-0.2553461,0.40684655,2.4054084;-0.25878537,0.40015098,2.4009116;-0.46800286,0.19109035,2.6648512;-0.41218215,-0.44611552,2.6437933;-0.37243205,-0.7960086,2.6035206;-0.39741862,-0.8578148,2.569328;-0.33355987,0.19362764,2.6621873;-0.30391556,-0.40471357,2.4927707;-0.2763697,-0.7433096,2.3377209;-0.26842797,-0.77504075,2.2613716;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1371;-0.40165606,0.25983042,2.6762104;-0.4024373,0.32118303,2.7366512;-0.39954412,0.7026285,2.7458816;-0.38344017,0.88640696,2.7431538;-0.5575878,0.57174987,2.7077267;-0.60550594,0.35759273,2.6561651;-0.5772921,0.39784417,2.4113438;-0.57146066,0.40256712,2.3716984;-0.24180257,0.5881607,2.7163007;-0.17690939,0.3777268,2.6991534;-0.22953461,0.4218863,2.4398518;-0.22604656,0.41183743,2.446113;-0.46635085,0.19283667,2.6642783;-0.41083163,-0.44836655,2.6406028;-0.37505028,-0.79594606,2.602902;-0.39725867,-0.84803456,2.5551124;-0.33267775,0.19519384,2.663644;-0.3047545,-0.4078612,2.477924;-0.27363196,-0.71940935,2.2718036;-0.2685608,-0.7477216,2.1896582;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1402;-0.4008691,0.2605569,2.6766334;-0.40225658,0.32191557,2.7369442;-0.39956787,0.70276135,2.745939;-0.38343704,0.8865208,2.7429636;-0.5554856,0.5733501,2.7056744;-0.6042597,0.3625281,2.653047;-0.5516547,0.43461615,2.4176776;-0.53981924,0.4465458,2.3704495;-0.24244544,0.5898703,2.718248;-0.17431442,0.37922898,2.710547;-0.20402728,0.43238994,2.4639733;-0.20411798,0.42213005,2.4707563;-0.4651456,0.19392632,2.6638875;-0.41224888,-0.45034632,2.6398475;-0.38021886,-0.79854316,2.6018834;-0.416618,-0.8654423,2.5905552;-0.33185458,0.19594033,2.6649292;-0.3035308,-0.39174256,2.4360328;-0.27849305,-0.68635535,2.2332325;-0.27287036,-0.73260033,2.1527288;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1434;-0.40015826,0.26088586,2.677051;-0.40213346,0.32243145,2.7371776;-0.39974216,0.70283717,2.7459168;-0.38346407,0.8865818,2.7426114;-0.55251855,0.5749855,2.703118;-0.60529006,0.37189218,2.6446986;-0.57593554,0.42986065,2.4208937;-0.5189302,0.48135892,2.3675163;-0.24297194,0.5912885,2.7196455;-0.17276393,0.3795848,2.7177994;-0.17623714,0.44380546,2.487789;-0.1782036,0.4449338,2.4974709;-0.4641844,0.19452284,2.6636665;-0.41459182,-0.4511686,2.640293;-0.3866543,-0.8016513,2.6015038;-0.4284012,-0.8756076,2.6147563;-0.33112368,0.19626294,2.6660812;-0.3037102,-0.3790807,2.416135;-0.2841705,-0.65767395,2.2059762;-0.27693272,-0.71223396,2.1227853;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1473;-0.399415,0.26077813,2.6776056;-0.40198946,0.3227697,2.737458;-0.39978483,0.70291156,2.745902;-0.38353172,0.886615,2.7421796;-0.5497432,0.5762709,2.7013817;-0.6177162,0.38717765,2.620684;-0.5423205,0.48319426,2.4226387;-0.497847,0.52514976,2.3793294;-0.24343336,0.59248686,2.7206373;-0.17082135,0.37913352,2.7234898;-0.1592591,0.45341957,2.506052;-0.15912816,0.46145642,2.5176606;-0.46339464,0.19471145,2.6636593;-0.4366912,-0.4525263,2.6660433;-0.3906439,-0.80348086,2.601013;-0.41272336,-0.8560211,2.5569751;-0.33039364,0.19602725,2.6674695;-0.30388686,-0.37139663,2.4054153;-0.2870468,-0.633071,2.1810625;-0.28095722,-0.6891185,2.0947256;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1505;-0.39812842,0.26010138,2.678537;-0.40167496,0.3228858,2.737918;-0.39984486,0.7029632,2.745869;-0.3835903,0.8866414,2.74174;-0.5467028,0.5759771,2.6993728;-0.6207697,0.39967138,2.5891626;-0.5253495,0.5185962,2.4200258;-0.47442964,0.5671439,2.3924608;-0.24378406,0.59341323,2.721361;-0.16785067,0.38203356,2.7610843;-0.14148745,0.48941618,2.5344326;-0.13786277,0.50310504,2.5475636;-0.4622222,0.19417271,2.6639597;-0.4464569,-0.45284805,2.6774497;-0.39484057,-0.80539113,2.6009512;-0.41459057,-0.8553845,2.550334;-0.32850665,0.19508758,2.6700137;-0.30411643,-0.36627898,2.3984585;-0.29130062,-0.61959845,2.1686409;-0.28548357,-0.67519915,2.0802035;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1534;-0.39676172,0.25925195,2.679602;-0.4014012,0.32287967,2.7384434;-0.39991137,0.7030002,2.74582;-0.38363436,0.8866609,2.7413256;-0.54376096,0.57455575,2.6968603;-0.6206676,0.40377858,2.5766716;-0.4925947,0.5583637,2.423443;-0.46322417,0.58667445,2.4001112;-0.24398558,0.5942355,2.722454;-0.16508266,0.383475,2.7708921;-0.12172589,0.503569,2.5767548;-0.12643959,0.5173661,2.5630944;-0.46116966,0.19341345,2.6643052;-0.45173144,-0.45216337,2.6835234;-0.4092989,-0.7870443,2.6013632;-0.41669282,-0.82167876,2.529184;-0.32608202,0.19375907,2.6734996;-0.3049672,-0.3607956,2.3939173;-0.29481572,-0.610945,2.1595967;-0.2895207,-0.6652837,2.069421;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1569;-0.39498508,0.25846195,2.6807966;-0.40085182,0.32288945,2.7390954;-0.3993291,0.70315313,2.7454433;-0.38365912,0.88669854,2.7409587;-0.5416632,0.57328993,2.6948128;-0.61949295,0.4056693,2.5685627;-0.48019075,0.5715661,2.431654;-0.4516813,0.6028786,2.4148512;-0.24332657,0.59472734,2.724924;-0.1623481,0.384683,2.7767613;-0.08090361,0.4979901,2.6015787;-0.11870417,0.5395825,2.5826945;-0.46014607,0.19256175,2.664557;-0.45497727,-0.45137894,2.6871657;-0.41699535,-0.77761704,2.6015613;-0.4167156,-0.80747056,2.5194116;-0.32275712,0.19232593,2.6777794;-0.30640036,-0.35368133,2.3915308;-0.29839608,-0.6058605,2.155174;-0.29259178,-0.6590466,2.0631616;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1603;-0.39287072,0.25881505,2.6821232;-0.3999696,0.32347786,2.7399035;-0.398124,0.70339197,2.7447276;-0.38363877,0.8867462,2.7406294;-0.5410266,0.5748687,2.6933079;-0.6052481,0.3974451,2.564323;-0.46177638,0.5828076,2.454761;-0.4381537,0.6133357,2.4432442;-0.24069393,0.5947599,2.7294326;-0.1585751,0.3865556,2.7786748;-0.09760873,0.5298548,2.606095;-0.11459405,0.5492662,2.5915146;-0.45937333,0.19220771,2.6645875;-0.45735642,-0.4413893,2.6889641;-0.42345446,-0.767043,2.602058;-0.41679683,-0.79542845,2.513524;-0.319625,0.19178203,2.6818357;-0.3078808,-0.34674054,2.3908772;-0.3019581,-0.6041537,2.1549158;-0.29558462,-0.6558131,2.0612216;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1634;-0.3908227,0.2596181,2.6832435;-0.39860088,0.32475156,2.740727;-0.39369974,0.70525813,2.7423177;-0.38358268,0.8868771,2.7404463;-0.5409361,0.5776816,2.692021;-0.5933803,0.39152047,2.563274;-0.45343617,0.5811862,2.4733958;-0.43179733,0.6170599,2.4561663;-0.23840968,0.59483343,2.732493;-0.15377297,0.39042053,2.776032;-0.100926526,0.5439436,2.6112921;-0.11276932,0.5569277,2.5975537;-0.45875967,0.19205113,2.6645405;-0.45837012,-0.43610302,2.689742;-0.4268786,-0.7627774,2.602135;-0.41689909,-0.7900067,2.5096962;-0.31725004,0.19166374,2.684782;-0.30903935,-0.3412871,2.3913136;-0.30503166,-0.6057866,2.1584196;-0.29857057,-0.6566186,2.0643013;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1670;-0.38898754,0.26048878,2.6840112;-0.39700285,0.32614657,2.7413232;-0.38991955,0.70709646,2.7401943;-0.38338935,0.8871253,2.7403452;-0.5408329,0.58079547,2.6911209;-0.5799625,0.38347688,2.5653734;-0.4485563,0.57339644,2.4883993;-0.4157227,0.60299474,2.48483;-0.23655322,0.5949213,2.7340512;-0.15038092,0.39300433,2.7719674;-0.10977155,0.55197394,2.6109338;-0.116096,0.5663206,2.6019876;-0.4580508,0.1920406,2.6643155;-0.45874193,-0.43352166,2.690109;-0.4291831,-0.75992864,2.6021664;-0.4169856,-0.78615004,2.5069504;-0.31550133,0.191699,2.6867392;-0.30982348,-0.33747923,2.3921812;-0.3073227,-0.61291814,2.1664808;-0.30147657,-0.6661387,2.0748;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1702;-0.3872122,0.2612065,2.6843908;-0.395604,0.32723346,2.741624;-0.38724247,0.70849144,2.7387118;-0.38304895,0.88755363,2.7404463;-0.5387073,0.58208144,2.689008;-0.5727595,0.37337008,2.5668619;-0.43807957,0.5313831,2.5077825;-0.39941034,0.58213556,2.4998016;-0.235212,0.5953361,2.734711;-0.14818051,0.39343342,2.765518;-0.11957422,0.5543272,2.608176;-0.120937936,0.5722361,2.6035056;-0.45626745,0.19230402,2.663423;-0.45852134,-0.43201604,2.6900446;-0.42426646,-0.7896884,2.6008775;-0.44254798,-0.8708424,2.5839112;-0.3142079,0.19177626,2.6879876;-0.3099909,-0.33329245,2.3952389;-0.30569914,-0.6252481,2.1840415;-0.29603368,-0.6699402,2.0981712;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1735;-0.38417572,0.2593758,2.6837125;-0.39145654,0.32649204,2.7413578;-0.3851983,0.70955837,2.737787;-0.38257015,0.8882365,2.74082;-0.53677416,0.58286726,2.6874073;-0.5665955,0.36745933,2.5740092;-0.43135056,0.498396,2.507748;-0.38828522,0.56387156,2.5026553;-0.23908982,0.59757066,2.7153447;-0.15029559,0.38983586,2.7419376;-0.15008742,0.55829173,2.5832174;-0.14992522,0.60271615,2.5795698;-0.45200744,0.18909161,2.6592965;-0.43957433,-0.4310145,2.6619987;-0.41945797,-0.81260073,2.6020048;-0.42758262,-0.871383,2.5524523;-0.3129588,0.19145057,2.6888406;-0.3088074,-0.33655685,2.3994265;-0.2985162,-0.65605354,2.2127554;-0.29506195,-0.70430994,2.1254218;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1771;-0.38226473,0.2589729,2.6831357;-0.38784108,0.32618102,2.7409961;-0.38363686,0.71017534,2.7373807;-0.3820065,0.8890177,2.7413785;-0.53504324,0.5829356,2.686511;-0.5610319,0.36272958,2.5873537;-0.41442215,0.46543735,2.5136929;-0.370796,0.53679574,2.50685;-0.24162307,0.598397,2.7026193;-0.15357539,0.3854811,2.7168872;-0.16865858,0.55596787,2.5598893;-0.16437408,0.6158387,2.563854;-0.44773167,0.19013728,2.6617656;-0.4317049,-0.4300519,2.650709;-0.4142221,-0.8139821,2.605638;-0.41477594,-0.85994565,2.543325;-0.3137733,0.19854806,2.6727006;-0.31064564,-0.36796054,2.425621;-0.29075894,-0.6838209,2.243691;-0.2903361,-0.72335356,2.1577125;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1802;-0.38087556,0.25849557,2.682522;-0.38475695,0.32559288,2.7405732;-0.38211998,0.71042854,2.7375839;-0.3810788,0.88989127,2.7423563;-0.5334676,0.5829513,2.686807;-0.55805284,0.3584029,2.6061766;-0.3672908,0.4687927,2.5151677;-0.32977465,0.52989715,2.5072017;-0.2429882,0.5987549,2.695501;-0.15847085,0.37677613,2.6913328;-0.19197968,0.54312724,2.518776;-0.1897786,0.57540625,2.5196378;-0.44530448,0.19034404,2.6632366;-0.4312587,-0.42996678,2.6550527;-0.408982,-0.81168014,2.6096237;-0.40753317,-0.85001665,2.5379086;-0.3143797,0.20034277,2.6649203;-0.3126083,-0.3942202,2.4519231;-0.28030264,-0.7101043,2.2859862;-0.2826926,-0.74441946,2.2012293;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1835;-0.37984246,0.2579855,2.6819315;-0.3830948,0.32508755,2.740286;-0.38063684,0.7103775,2.7384286;-0.37948173,0.8909813,2.7439282;-0.53106767,0.5830826,2.6913638;-0.5595784,0.35606974,2.63007;-0.36776677,0.430524,2.5146635;-0.32245076,0.49590027,2.5062137;-0.23578669,0.6047812,2.7028046;-0.16027345,0.36953935,2.6764889;-0.21194021,0.52440405,2.4663267;-0.21164149,0.53225607,2.4644935;-0.4437924,0.18937282,2.666031;-0.43239805,-0.43193594,2.6615055;-0.40398818,-0.8082883,2.6125615;-0.39976966,-0.84192526,2.5339754;-0.31453753,0.19844587,2.656169;-0.3079858,-0.40626225,2.4581678;-0.27149746,-0.73356223,2.3188636;-0.27176285,-0.7657402,2.2350395;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1869;-0.37910604,0.2576087,2.6814587;-0.38199234,0.32468897,2.7400749;-0.379281,0.7099473,2.7398467;-0.376283,0.8919365,2.746404;-0.52793795,0.58194375,2.6981838;-0.55795854,0.3531594,2.643433;-0.38276714,0.3719049,2.5060236;-0.33322304,0.42630684,2.4958565;-0.21840346,0.60985947,2.7211769;-0.16093928,0.35673928,2.6624064;-0.22054754,0.45861688,2.4224396;-0.23109403,0.5040348,2.4203818;-0.4432667,0.18815753,2.6701427;-0.4270804,-0.43294537,2.6595721;-0.39894295,-0.80560106,2.6151407;-0.39311087,-0.83724976,2.5322363;-0.31434843,0.19616102,2.649328;-0.30381462,-0.4142886,2.4638126;-0.2575849,-0.758705,2.3649263;-0.2547506,-0.79023904,2.281232;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1901;-0.37856683,0.25734833,2.6811085;-0.3810622,0.32431716,2.7399251;-0.37762332,0.7091682,2.7422113;-0.37114054,0.89333266,2.750743;-0.5246474,0.57982826,2.7066483;-0.5560151,0.34948638,2.6536417;-0.40527168,0.33343795,2.4932754;-0.368138,0.36418533,2.466352;-0.21069697,0.6111291,2.7285578;-0.16087422,0.35294256,2.6554747;-0.2080163,0.3598078,2.4210448;-0.22629957,0.38315082,2.3718653;-0.44350782,0.18627325,2.6764934;-0.42873573,-0.43577814,2.6707287;-0.39519483,-0.80296844,2.6169026;-0.38931793,-0.8340321,2.5312924;-0.31380835,0.19400018,2.6436362;-0.2984005,-0.41745928,2.4687932;-0.24134775,-0.77423966,2.4158194;-0.23655178,-0.82668626,2.3561022;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1934;-0.37810802,0.2571556,2.680829;-0.37976992,0.32383838,2.7398298;-0.37409103,0.7081137,2.745766;-0.36706653,0.8943209,2.7541292;-0.5202209,0.577996,2.7178729;-0.548567,0.33188927,2.6607811;-0.4169328,0.3359823,2.4701862;-0.36882776,0.35157317,2.424559;-0.20637648,0.6107828,2.73152;-0.16011788,0.35065892,2.6503925;-0.21127355,0.331128,2.4105117;-0.24866886,0.36369643,2.339362;-0.44371036,0.1846539,2.6820652;-0.4307135,-0.408174,2.6857104;-0.3915834,-0.7945368,2.619686;-0.38746694,-0.82637894,2.5321102;-0.31286517,0.19210976,2.6391573;-0.2784351,-0.39200166,2.4773848;-0.2240816,-0.7850977,2.470192;-0.21588624,-0.8523443,2.4264507;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1970;-0.37715265,0.25731272,2.6806026;-0.376184,0.32373962,2.7400103;-0.3648869,0.7070624,2.7501853;-0.36411417,0.894958,2.7565506;-0.5150984,0.57875997,2.7317207;-0.54422754,0.3226599,2.6660495;-0.42668363,0.33973855,2.4577446;-0.31539908,0.38649032,2.362177;-0.20194864,0.6076269,2.731738;-0.15629892,0.35103506,2.645488;-0.21031374,0.3307165,2.4184303;-0.2759042,0.37278646,2.3332348;-0.44343552,0.18312591,2.6879523;-0.4313467,-0.39675412,2.6917834;-0.38894895,-0.7856977,2.622443;-0.38790765,-0.8178831,2.5343287;-0.31092292,0.19097471,2.6351295;-0.26684368,-0.37785226,2.483034;-0.20653923,-0.78701377,2.531269;-0.19464318,-0.8604168,2.4997547;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2001;-0.37569436,0.2577341,2.6804242;-0.3707593,0.32399622,2.7402313;-0.35774034,0.70692706,2.7530687;-0.36094677,0.89534366,2.75866;-0.507064,0.5836181,2.7466595;-0.54095805,0.31907168,2.6692064;-0.48141676,0.35669595,2.4463077;-0.425165,0.40377036,2.4026012;-0.19657715,0.5994081,2.7253494;-0.14934792,0.35173652,2.6365914;-0.22435963,0.33774814,2.4218664;-0.2952678,0.38958558,2.3378315;-0.44278494,0.1820853,2.6924078;-0.43156165,-0.38015062,2.6952622;-0.38762102,-0.7785368,2.624551;-0.39073548,-0.8103814,2.5368397;-0.30881524,0.1902954,2.6321023;-0.25346524,-0.36451524,2.494111;-0.18618305,-0.77814156,2.5770767;-0.19363008,-0.8165082,2.4958463;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2034;-0.37341657,0.2579628,2.6800613;-0.36418578,0.32390505,2.740026;-0.3512597,0.7072698,2.7546046;-0.3577249,0.89564294,2.7604086;-0.49985468,0.58836395,2.755997;-0.54328996,0.3224824,2.694984;-0.51645833,0.38304567,2.457633;-0.44800103,0.41946808,2.4114528;-0.19297743,0.5931566,2.71715;-0.14290465,0.35196072,2.6290374;-0.23554958,0.36917338,2.432882;-0.3109529,0.42791748,2.365893;-0.44171354,0.18130006,2.6952994;-0.43133846,-0.37082347,2.6968758;-0.387047,-0.7732118,2.626223;-0.3942378,-0.8045442,2.5394912;-0.30661333,0.18968652,2.629917;-0.24027047,-0.3581092,2.5088348;-0.16877127,-0.7724942,2.6256106;-0.16005841,-0.83578634,2.5882065;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2069;-0.36981896,0.2579827,2.6795087;-0.3571412,0.32363558,2.739491;-0.3468656,0.7075974,2.755288;-0.35294294,0.8958215,2.7621448;-0.49529737,0.59092295,2.761212;-0.55072623,0.346067,2.7328365;-0.5519529,0.41800737,2.4912362;-0.49615932,0.45625132,2.4613895;-0.18889385,0.5873072,2.7061353;-0.13777818,0.35151783,2.6238215;-0.24229476,0.4100271,2.4486291;-0.32543457,0.46802023,2.386211;-0.4396321,0.18048626,2.6974251;-0.43097916,-0.36546293,2.6978412;-0.38675255,-0.7697726,2.6272883;-0.39752153,-0.8007193,2.5416238;-0.3027184,0.18895996,2.6283183;-0.2283554,-0.35174194,2.5250077;-0.15205175,-0.75671315,2.6725862;-0.14165562,-0.82935816,2.6571133;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2103;-0.36457288,0.25868574,2.6788633;-0.34913975,0.3242217,2.7386534;-0.34210804,0.7082892,2.7545912;-0.34825712,0.896019,2.7634928;-0.49144316,0.5932347,2.7648675;-0.55554914,0.36577478,2.7686973;-0.5820715,0.44145244,2.540506;-0.5631118,0.46214095,2.5267766;-0.18537684,0.58366686,2.6968968;-0.13467643,0.35188338,2.6140087;-0.2857631,0.48144755,2.443618;-0.3275665,0.5147507,2.4218664;-0.4354814,0.18044649,2.6991682;-0.42837244,-0.36677697,2.698258;-0.38655448,-0.7675599,2.6279662;-0.40043375,-0.7984237,2.5432365;-0.29810563,0.18870093,2.6272562;-0.21579918,-0.34762132,2.547474;-0.14390567,-0.7519519,2.693951;-0.1587939,-0.7927284,2.6179957;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2137;-0.35786995,0.26014313,2.6782236;-0.34047478,0.32557073,2.737744;-0.33668727,0.70945805,2.7531807;-0.34218395,0.8964295,2.764139;-0.4874874,0.5951523,2.7673945;-0.55751145,0.37815422,2.7906554;-0.61541086,0.45994547,2.584571;-0.60532373,0.4651331,2.5775142;-0.18215007,0.58201563,2.689791;-0.13286601,0.35205242,2.6072967;-0.2731312,0.50102144,2.4578993;-0.32495165,0.5445062,2.4461222;-0.42899954,0.18164156,2.7001262;-0.4221171,-0.36083058,2.6978655;-0.38645044,-0.7660026,2.6284344;-0.40306267,-0.79705167,2.5445492;-0.29240242,0.18926713,2.626808;-0.20026179,-0.3522338,2.5783062;-0.1369754,-0.75091,2.7159092;-0.13402887,-0.82021135,2.6972396;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2170;-0.3498304,0.26191282,2.6773827;-0.3298867,0.32765567,2.7362993;-0.32440957,0.7140405,2.7487948;-0.33557278,0.89697546,2.7640245;-0.48193228,0.5968087,2.769196;-0.5572714,0.3854505,2.8023784;-0.6306541,0.46895882,2.6047971;-0.62038267,0.47179314,2.602947;-0.17924982,0.5828021,2.6829417;-0.13136496,0.3528925,2.6016;-0.26785922,0.51169467,2.4639833;-0.31645674,0.57170755,2.468601;-0.41968423,0.18388236,2.700422;-0.41739845,-0.35665467,2.6973786;-0.3864188,-0.7648603,2.628822;-0.40577793,-0.796278,2.5459988;-0.28650382,0.19033848,2.626535;-0.18976796,-0.3567176,2.6015046;-0.13282676,-0.7522024,2.729354;-0.12850569,-0.82963854,2.7160585;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2203;-0.3384293,0.26379102,2.6765652;-0.31701687,0.3300229,2.7348132;-0.31381628,0.7182903,2.7453458;-0.32879534,0.89757025,2.7635067;-0.47211984,0.60045403,2.7703805;-0.5533005,0.3918487,2.811962;-0.64036244,0.47817576,2.6243424;-0.6306664,0.48232153,2.6237035;-0.1754849,0.5858162,2.676422;-0.12958214,0.3539889,2.597047;-0.25638807,0.5385829,2.4912455;-0.31081417,0.5851158,2.4801388;-0.40551072,0.18744296,2.6994655;-0.41029644,-0.34932625,2.6967714;-0.38636833,-0.764046,2.62911;-0.4080113,-0.79596376,2.547278;-0.27692243,0.19227208,2.627365;-0.1799631,-0.36020002,2.6240222;-0.12971626,-0.75544554,2.7390943;-0.12560634,-0.8357232,2.7252753;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2237;-0.324748,0.26535562,2.6759179;-0.30229336,0.33244613,2.733194;-0.30162287,0.72310513,2.7405972;-0.31152153,0.90000224,2.763591;-0.45754087,0.6062248,2.7712355;-0.54876566,0.3959903,2.8194895;-0.63525903,0.50811946,2.6577673;-0.62824,0.49935415,2.6445804;-0.17104909,0.5883465,2.670468;-0.12449571,0.35621718,2.5920625;-0.25042972,0.5517427,2.502431;-0.30666792,0.5960205,2.4875379;-0.38963675,0.19089575,2.6987042;-0.40426564,-0.34356532,2.6963873;-0.3862986,-0.7634263,2.6293387;-0.4097858,-0.7957722,2.548524;-0.26478106,0.19441912,2.6287794;-0.17227161,-0.36298388,2.6422842;-0.12758099,-0.7586779,2.745992;-0.12467272,-0.8414692,2.7275615;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2269;-0.31197283,0.26728213,2.6764317;-0.2898572,0.33513236,2.7327158;-0.29369438,0.7267211,2.7375865;-0.2984063,0.9028016,2.7640922;-0.44775826,0.6100721,2.7721786;-0.5343028,0.39684367,2.8195417;-0.6121618,0.53362566,2.676324;-0.6155685,0.5219847,2.6577487;-0.16666658,0.5904211,2.665768;-0.12014143,0.3580265,2.5889602;-0.24596058,0.56063294,2.509287;-0.30239227,0.60405356,2.4924326;-0.37486,0.19376746,2.7014694;-0.39670604,-0.33742025,2.6965797;-0.3862353,-0.76295835,2.6295023;-0.41107064,-0.79563063,2.5494785;-0.25140405,0.19612274,2.6293626;-0.16589905,-0.36352962,2.6564956;-0.12635355,-0.7617032,2.7498965;-0.12511775,-0.8462493,2.725246;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
